abundance,AverageShortestPathLength,Betweenness Dir,BetweennessCentrality,Bridging Dir,Centroid Dir,Class,Closeness Dir,ClosenessCentrality,ClusteringCoefficient,degree,Eccentricity,EdgeCount,EigenVector Dir,Family,Genus,Indegree,Outdegree,Species,Kingdom,Label,MCODE::Clusters (1),MCODE::Node Status (1),MCODE::Score (1),name,negdegree,NeighborhoodConnectivity,Order,oriID,PartnerOfMultiEdgedNodePairs,phylum,posdegree,Radiality Dir,samplecount,selected,SelfLoops,shared name,Stress,unknowndegree
516,1,0,0,0,-1,Eurotiomycetes,1,1,0.5,2,1,2,-2.46E-26,Phaeomoniellales,Phaeomoniellales,1,1,199f5df3de5a4510f70b6599afbd8395,Fungi,379,Cluster 10,Clustered,2,379,0,2,Phaeomoniellales,379,0,Ascomycota,2,6.618133686300463E-4,3,FALSE,0,379,0,0
451,1,0,0,0,-2,Dothideomycetes,2,1,0.5,2,1,2,-3.58E-12,Lophiostomataceae,Lophiostoma,0,2,2d693555e6f5b6ca8fa3f2fcb8547442,Fungi,290,Cluster 10,Clustered,2,290,0,2,Pleosporales,290,0,Ascomycota,2,6.622516556291391E-4,3,FALSE,0,290,0,0
645,1,0,0,0,-1,Dothideomycetes,1,1,0.5,2,1,2,-9.69E-27,Myriangiales,Myriangiales,1,1,6d37dfaf83267ed5e21369a52d5afd5d,Fungi,514,Cluster 11,Seed,2,514,0,2,Myriangiales,514,0,Ascomycota,2,6.618133686300463E-4,2,FALSE,0,514,0,0
618,0,0,0,0,0,Eurotiomycetes,0,0,0,2,0,2,-1.39E-26,Phaeomoniellaceae,Neophaeomoniella,2,0,acd90b1f80b359616afb7d16dbc6fcd9,Fungi,440,,Unclustered,0.6666666666666666,440,0,1.5,Phaeomoniellales,440,0,Ascomycota,2,6.613756613756613E-4,4,FALSE,0,440,0,0
447,1,0,0,0,-2,Dothideomycetes,2,1,0,2,1,2,-2.22E-11,Myriangiales,Myriangiales,0,2,7727a8d2b266824c0f51a2f7e3c3495e,Fungi,319,,Unclustered,0.6666666666666666,319,0,1.5,Myriangiales,319,0,Ascomycota,2,6.622516556291391E-4,2,FALSE,0,319,0,0
706,1,0,0,0,-2,Dothideomycetes,2,1,0,2,1,2,4.213056696002357E-12,Capnodiales,Capnodiales,0,2,195b14b93cac397f8fda702dc4911253,Fungi,446,,Unclustered,0.6666666666666666,446,0,1,Capnodiales,446,0,Ascomycota,2,6.622516556291391E-4,3,FALSE,0,446,0,0
353,1,0,0,0,-1,Sordariomycetes,1,1,0.5,2,1,2,2.417111179156772E-12,Sporocadaceae,Neopestalotiopsis,1,1,3af88a3c7bea639046a4cc0112c2f6b9,Fungi,240,Cluster 7,Clustered,2,240,0,3,Xylariales,240,0,Ascomycota,2,6.618133686300463E-4,3,FALSE,0,240,0,0
653,1,0,0,0,-1,Acidobacteriae,1,1,0.5,2,1,2,2.0003610388078004E-13,Acidobacteriaceae_(Subgroup_1),fe89b57e6b7b879f73edc7a508c14fab,1,1,184,Bacteria,184,,Unclustered,2,184,0,5,Acidobacteriales,184,0,Acidobacteriota,2,6.618133686300463E-4,3,FALSE,0,184,0,0
1325,1.75,3,0.6000000000000001,2.8125,-4,Dothideomycetes,2.5,0.5714285714285714,0.5,2,2,2,1.1454174128568891E-26,Botryosphaeriaceae,Diplodia,1,1,5b457d5efc31c2922da5d5e9639606a6,Fungi,465,,Unclustered,2,465,0,4,Botryosphaeriales,465,0,Ascomycota,2,6.62471016893011E-4,2,FALSE,0,465,12,0
487,0,0,0,0,0,Tremellomycetes,0,0,0,2,0,2,-2.00E-15,Rhynchogastremataceae,Papiliotrema,2,0,2adb2ed5be0674d62daf903fe7c340bc,Fungi,406,,Unclustered,0.6666666666666666,406,0,5,Tremellales,406,0,Basidiomycota,2,6.613756613756613E-4,4,FALSE,0,406,0,0
432,0,0,0,0,0,Dothideomycetes,0,0,0,2,0,2,7.777334494984961E-27,Capnodiales,Capnodiales,2,0,1356ee4b67e7625597d9d27da8666ea4,Fungi,267,,Unclustered,0.6666666666666666,267,0,4,Capnodiales,267,0,Ascomycota,2,6.613756613756613E-4,3,FALSE,0,267,0,0
525,1,1,1.5,0.25,-1,Ascomycota,1,1,0,2,1,2,-4.35E-26,Ascomycota,Ascomycota,1,1,243047ec9cbadbe0ef97b66bde5de0e0,Fungi,292,,Unclustered,0.6666666666666666,292,0,1,Ascomycota,292,0,Ascomycota,2,6.618133686300463E-4,3,FALSE,0,292,3,0
182,0,0,0,0,0,Thermoleophilia,0,0,0.5,2,0,2,-7.65E-13,Solirubrobacteraceae,Conexibacter,2,0,3f8e0a9db9a3c44a412c1d1bda565f00,Bacteria,43,,Unclustered,2,43,0,4.5,Solirubrobacterales,43,0,Actinobacteriota,2,6.613756613756613E-4,2,FALSE,0,43,0,0
672,0,0,0,0,0,Eurotiomycetes,0,0,0.5,2,0,2,-6.78E-27,Chaetothyriales,Chaetothyriales,2,0,8579b1db0b11d8c3dbb5ae97d6d29d67,Fungi,349,Cluster 9,Clustered,2,349,0,2,Chaetothyriales,349,0,Ascomycota,2,6.613756613756613E-4,3,FALSE,0,349,0,0
364,1,0,0,0,-2,Eurotiomycetes,2,1,0.5,2,1,2,1.3672836901813166E-11,Phaeomoniellaceae,Neophaeomoniella,0,2,dd48b62766082a93cc7b83218a1ea035,Fungi,194,Cluster 9,Clustered,2,194,0,2,Phaeomoniellales,194,0,Ascomycota,2,6.622516556291391E-4,3,FALSE,0,194,0,0
509,0,0,0,0,0,Sordariomycetes,0,0,0,2,0,2,-4.20E-26,Sporocadaceae,Pestalotiopsis,2,0,c8f64122cb85f392a1ddfca989213df0,Fungi,264,,Unclustered,0.6666666666666666,264,0,1,Xylariales,264,0,Ascomycota,2,6.613756613756613E-4,2,FALSE,0,264,0,0
173,1,0,0,0,-2,Acidobacteriae,2,1,0,2,1,2,1.9904238494752744E-12,Bryobacteraceae,Bryobacter,0,2,32ff2e6cedfd833181edc38ffa6c1217,Bacteria,34,,Unclustered,0.6666666666666666,34,0,1,Bryobacterales,34,0,Acidobacteriota,2,6.622516556291391E-4,2,FALSE,0,34,0,0
324,0,0,0,0,0,Sordariomycetes,0,0,0.5,2,0,2,5.4621176644067584E-27,Harknessiaceae,Harknessia,2,0,2beff9e56fd45466563622b09296301d,Fungi,277,Cluster 11,Clustered,2,277,0,2,Diaporthales,277,0,Ascomycota,2,6.613756613756613E-4,3,FALSE,0,277,0,0
596,1,0,0,0,-2,Sordariomycetes,2,1,0.5,2,1,2,6.698810542293859E-12,Xylariales_fam_Incertae_sedis,Phialemoniopsis,0,2,b339d9bf84b94fee469c60751296f76f,Fungi,470,Cluster 11,Clustered,2,470,0,2,Xylariales,470,0,Ascomycota,2,6.622516556291391E-4,5,FALSE,0,470,0,0
686,0,0,0,0,0,Dothideomycetes,0,0,0.5,2,0,2,1.0153774534761645E-12,Pleosporales,Pleosporales,2,0,137e1b49ab21b04f6baf9c735ca1f6d9,Fungi,507,Cluster 6,Clustered,2,507,0,3,Pleosporales,507,0,Ascomycota,2,6.613756613756613E-4,5,FALSE,0,507,0,0
200,1.5,0,0,0,-4,Alphaproteobacteria,3,0.6666666666666666,0.5,2,2,2,-1,Sphingomonadaceae,Sphingomonadaceae,0,2,7a0d63601edaf85d4d093538ef29bc46,Bacteria,91,Cluster 12,Seed,2,91,0,3,Sphingomonadales,91,0,Proteobacteria,2,6.626905235255136E-4,2,FALSE,0,91,0,0
379,0,0,0,0,0,Gammaproteobacteria,0,0,0.5,2,0,2,9.387284060838038E-13,Yersiniaceae,Yersiniaceae,2,0,63afe8e6aac58bf0d670a82ca5bc574c,Bacteria,68,,Unclustered,2,68,0,4.5,Enterobacterales,68,0,Proteobacteria,2,6.613756613756613E-4,3,FALSE,0,68,0,0
196,0,0,0,0,0,Actinobacteria,0,0,0,2,0,2,-3.19E-27,Microbacteriaceae,Microbacteriaceae,2,0,745c39aae97a50b799a5a46e126d8c9c,Bacteria,82,,Unclustered,0.6666666666666666,82,0,2,Micrococcales,82,0,Actinobacteriota,2,6.613756613756613E-4,2,FALSE,0,82,0,0
184,1.6666666666666667,0,0,0,-3,Alphaproteobacteria,2,0.6,0.5,2,2,2,-4.79E-26,Acetobacteraceae,Acidicaldus,1,1,6efd44ff8440ef981f2aa57f5c276b07,Bacteria,77,Cluster 12,Clustered,2,77,0,3,Acetobacterales,77,0,Proteobacteria,2,6.622516556291391E-4,2,FALSE,0,77,0,0
747,1,1,1.5,0.25,-1,Dothideomycetes,1,1,0,2,1,2,2.0824373366361794E-27,Capnodiales,Capnodiales,1,1,21d2562dcda35e85fb85f9d647958286,Fungi,478,,Unclustered,0.6666666666666666,478,0,1,Capnodiales,478,0,Ascomycota,2,6.618133686300463E-4,4,FALSE,0,478,3,0
475,1,0,0,0,-2,Eurotiomycetes,2,1,0,2,1,2,-9.13E-12,Herpotrichiellaceae,Exophiala,0,2,9ab9085ada85e5befcc6235da2d4586c,Fungi,376,,Unclustered,0.6666666666666666,376,0,1,Chaetothyriales,376,0,Ascomycota,2,6.622516556291391E-4,4,FALSE,0,376,0,0
520,0,0,0,0,0,Sordariomycetes,0,0,0.5,2,0,2,4.854317789776631E-27,Harknessiaceae,Harknessia,2,0,5b911ef3eb4c78f972b2e9bdfb5a74c9,Fungi,394,,Unclustered,2,394,0,3.5,Diaporthales,394,0,Ascomycota,2,6.613756613756613E-4,2,FALSE,0,394,0,0
783,0,0,0,0,0,Sordariomycetes,0,0,0,2,0,2,-2.37E-12,Xylariaceae,Xylariaceae,2,0,d1219571cf1bc1f111b62b04756f3980,Fungi,415,,Unclustered,0.6666666666666666,415,0,2.5,Xylariales,415,0,Ascomycota,2,6.613756613756613E-4,3,FALSE,0,415,0,0
764,1,0,0,0,-2,Tremellomycetes,2,1,0,2,1,2,-9.04E-14,Cuniculitremaceae,Fellomyces,0,2,87b5fbdae76296df20ac82d0cd5e4fbd,Fungi,380,,Unclustered,0.6666666666666666,380,0,2,Tremellales,380,0,Basidiomycota,2,6.622516556291391E-4,3,FALSE,0,380,0,0
669,1,0,0,0,-1,Ascomycota,1,1,0,1,1,1,7.061630190510621,Ascomycota,Ascomycota,0,1,56fa9da4e90348cdc71f18dc79352c39,Fungi,377,,Unclustered,0,377,0,2,Ascomycota,377,0,Ascomycota,1,6.618133686300463E-4,2,FALSE,0,377,0,0
256,1.5,0,0,0,-2,Acidobacteriae,1.5,0.6666666666666666,0,1,2,1,8.163664011935024E-14,Acidobacteriaceae_(Subgroup_1),Edaphobacter,0,1,a9fe7eef255ea4ed929bdc6417ead2ce,Bacteria,119,,Unclustered,0,119,0,3,Acidobacteriales,119,0,Acidobacteriota,1,6.620324395895399E-4,2,FALSE,0,119,0,0
394,0,0,0,0,0,Ascomycota,0,0,0,1,0,1,0,Ascomycota,Ascomycota,1,0,e4e52f138ba63d272c472abc16dad94d,Fungi,246,,Unclustered,0,246,0,2,Ascomycota,246,0,Ascomycota,1,6.613756613756613E-4,2,FALSE,0,246,0,0
351,0,0,0,0,0,Alphaproteobacteria,0,0,0,1,0,1,-3.62E-12,Beijerinckiaceae,Beijerinckiaceae,1,0,da59261c5663619924bab7e79a737ce6,Bacteria,154,,Unclustered,0,154,0,4,Rhizobiales,154,0,Proteobacteria,1,6.613756613756613E-4,4,FALSE,0,154,0,0
504,0,0,0,0,0,Ascomycota,0,0,0,1,0,1,0,Ascomycota,Ascomycota,1,0,234b4948c9f7555aa2cc42453454e64d,Fungi,324,,Unclustered,0,324,0,2,Ascomycota,324,0,Ascomycota,1,6.613756613756613E-4,2,FALSE,0,324,0,0
803,0,0,0,0,0,Eurotiomycetes,0,0,0,1,0,1,-4.00E-12,Phaeomoniellaceae,Neophaeomoniella,1,0,c27f272e57d9d2f18e7a604a03b70acc,Fungi,520,,Unclustered,0,520,0,1,Phaeomoniellales,520,0,Ascomycota,1,6.613756613756613E-4,2,FALSE,0,520,0,0
480,1,0,0,0,-1,Dothideomycetes,1,1,0,1,1,1,0,Capnodiales,Capnodiales,0,1,76672dcaff55b4e2e1ebc588d4d415d6,Fungi,333,,Unclustered,0,333,0,1,Capnodiales,333,0,Ascomycota,1,6.618133686300463E-4,2,FALSE,0,333,0,0
194,0,0,0,0,0,Alphaproteobacteria,0,0,0,1,0,1,-6.78E-12,Caulobacteraceae,Caulobacteraceae,1,0,4862c1f3a433255398a6d3c1db6f12c5,Bacteria,48,,Unclustered,0,48,0,2,Caulobacterales,48,0,Proteobacteria,1,6.613756613756613E-4,2,FALSE,0,48,0,0
1299,0,0,0,0,0,Alphaproteobacteria,0,0,0,1,0,1,4.1828122597150004E-14,Acetobacteraceae,Acetobacteraceae,1,0,c570b59170439bbe316ea161c640f571,Bacteria,142,,Unclustered,0,142,0,2,Acetobacterales,142,0,Proteobacteria,1,6.613756613756613E-4,3,FALSE,0,142,0,0
534,0,0,0,0,0,Ascomycota,0,0,0,1,0,1,1.383857346197826E-26,Ascomycota,Ascomycota,1,0,0afe69afc6f2b29a50b2233250656758,Fungi,303,,Unclustered,0,303,0,2,Ascomycota,303,0,Ascomycota,1,6.613756613756613E-4,2,FALSE,0,303,0,0
735,0,0,0,0,0,Eurotiomycetes,0,0,0,1,0,1,3.6172637680358005E-12,Phaeomoniellaceae,Neophaeomoniella,1,0,21df5629f1bc937e81153ddb155aa9ac,Fungi,306,,Unclustered,0,306,0,4,Phaeomoniellales,306,0,Ascomycota,1,6.613756613756613E-4,5,FALSE,0,306,0,0
1013,0,0,0,0,0,Bacteroidia,0,0,0,1,0,1,-4.18E-14,Sphingobacteriaceae,Mucilaginibacter,1,0,df71e7fadb22ad8451161f004583f840,Bacteria,157,,Unclustered,0,157,0,2,Sphingobacteriales,157,0,Bacteroidota,1,6.613756613756613E-4,2,FALSE,0,157,0,0
369,0,0,0,0,0,Leotiomycetes,0,0,0,1,0,1,-1.13E-27,Helotiaceae,Neocrinula,1,0,808c5f196ad231acf73fae23c56e128e,Fungi,213,,Unclustered,0,213,0,1,Helotiales,213,0,Ascomycota,1,6.613756613756613E-4,2,FALSE,0,213,0,0
443,1,0,0,0,-1,Sordariomycetes,1,1,0,1,1,1,2.0903807567777898E-12,Xylariales_fam_Incertae_sedis,Hansfordia,0,1,4bdee3d596a0cee7e30d6dc3b9de4551,Fungi,231,,Unclustered,0,231,0,1,Xylariales,231,0,Ascomycota,1,6.618133686300463E-4,2,FALSE,0,231,0,0
520,0,0,0,0,0,Dothideomycetes,0,0,0,1,0,1,1.0233453664135977E-12,Coniothyriaceae,Neoconiothyrium,1,0,cbd58c9ea53f65525ef96c90f8cf279d,Fungi,404,,Unclustered,0,404,0,2,Pleosporales,404,0,Ascomycota,1,6.613756613756613E-4,3,FALSE,0,404,0,0
307,0,0,0,0,0,Leotiomycetes,0,0,0,1,0,1,5.980240647789086E-26,Helotiaceae,Neocrinula,1,0,752f1f5614697c5a4542412f99c66133,Fungi,205,,Unclustered,0,205,0,2,Helotiales,205,0,Ascomycota,1,6.613756613756613E-4,2,FALSE,0,205,0,0
414,0,0,0,0,0,Acidobacteriae,0,0,0,1,0,1,-2.24E-27,Acidobacteriaceae_(Subgroup_1),Bryocella,1,0,de62ce36cc9535898769812313168bca,Bacteria,156,,Unclustered,0,156,0,1,Acidobacteriales,156,0,Acidobacteriota,1,6.613756613756613E-4,4,FALSE,0,156,0,0
427,1,0,0,0,-1,Acidobacteriae,1,1,0,1,1,1,1.3606502994352936E-11,Acidobacteriaceae_(Subgroup_1),Bryocella,0,1,f371716227f48f65383e0419ac59bd17,Bacteria,172,,Unclustered,0,172,0,1,Acidobacteriales,172,0,Acidobacteriota,1,6.618133686300463E-4,2,FALSE,0,172,0,0
988,0,0,0,0,0,Dothideomycetes,0,0,0,1,0,1,-1.38E-26,Cladosporiaceae,Toxicocladosporium,1,0,276bd6aa1c8543002fda14bc820eeae0,Fungi,250,,Unclustered,0,250,0,1,Capnodiales,250,0,Ascomycota,1,6.613756613756613E-4,4,FALSE,0,250,0,0
1263,1,0,0,0,-1,Dothideomycetes,1,1,0,1,1,1,2.7583895633933818E-11,Dothideomycetes,Dothideomycetes,0,1,0eb0e56d182be76cf3c0e7f76484c092,Fungi,435,,Unclustered,0,435,0,1,Dothideomycetes,435,0,Ascomycota,1,6.618133686300463E-4,2,FALSE,0,435,0,0
1389,0,0,0,0,0,Acidobacteriae,0,0,0,1,0,1,-8.11E-27,Acidobacteriaceae_(Subgroup_1),Bryocella,1,0,6f111d6b8889c19a88cab3a76b886a20,Bacteria,78,,Unclustered,0,78,0,1,Acidobacteriales,78,0,Acidobacteriota,1,6.613756613756613E-4,2,FALSE,0,78,0,0
1791,1,0,0,0,-1,Alphaproteobacteria,1,1,0,1,1,1,0,Sphingomonadaceae,Sphingomonas,0,1,bc669e3fc1aae2b83882d61af7b62eaa,Bacteria,132,,Unclustered,0,132,0,1,Sphingomonadales,132,0,Proteobacteria,1,6.618133686300463E-4,3,FALSE,0,132,0,0
737,1,0,0,0,-1,Dothideomycetes,1,1,0,1,1,1,5.457309989098116E-12,Dothideomycetes,Dothideomycetes,0,1,cd16a9db7f80359a3c23e89f55583cc8,Fungi,336,,Unclustered,0,336,0,2,Dothideomycetes,336,0,Ascomycota,1,6.618133686300463E-4,2,FALSE,0,336,0,0
166,1,0,0,0,-1,Gammaproteobacteria,1,1,0,1,1,1,6.59748348158224E-12,Erwiniaceae,Pantoea,0,1,5673ae66819e3bdbbc09461e4959159e,Bacteria,56,,Unclustered,0,56,0,6,Enterobacterales,56,0,Proteobacteria,1,6.618133686300463E-4,3,FALSE,0,56,0,0
580,0,0,0,0,0,Eurotiomycetes,0,0,0,1,0,1,-1.81E-26,Chaetothyriales,Chaetothyriales,1,0,f4395835dda4ba5b9eb2f00bf9e034ff,Fungi,488,,Unclustered,0,488,0,4,Chaetothyriales,488,0,Ascomycota,1,6.613756613756613E-4,5,FALSE,0,488,0,0
518,0,0,0,0,0,Dothideomycetes,0,0,0,1,0,1,-2.78E-27,Botryosphaeriaceae,Botryosphaeria,1,0,de39948a0a9d4a7c81e928a89c43820c,Fungi,331,,Unclustered,0,331,0,1,Botryosphaeriales,331,0,Ascomycota,1,6.613756613756613E-4,4,FALSE,0,331,0,0
425,1,0,0,0,-1,Eurotiomycetes,1,1,0,1,1,1,-1.71E-11,Eurotiomycetes,Eurotiomycetes,0,1,f38a333318715802a5321b77dafa8ac3,Fungi,288,,Unclustered,0,288,0,1,Eurotiomycetes,288,0,Ascomycota,1,6.618133686300463E-4,2,FALSE,0,288,0,0
1135,1.6666666666666667,0,0,0,-3,Dothideomycetes,2,0.6,0,1,2,1,7.644645839515588E-12,Teichosporaceae,Teichospora,0,1,5ec5151a34c5b6617914f834d1039166,Fungi,452,,Unclustered,0,452,0,3,Pleosporales,452,0,Ascomycota,1,6.622516556291391E-4,2,FALSE,0,452,0,0
462,3.513888888888889,0,0,0,-72,Dothideomycetes,23.402380952380945,0.2845849802371542,0,1,7,1,-2.59E-12,Teratosphaeriaceae,Phaeothecoidea,0,1,5d512e9a06820cfd7a72385520e898e1,Fungi,405,,Unclustered,0,405,0,29,Capnodiales,405,0,Ascomycota,1,6.71773209364518E-4,3,FALSE,0,405,0,0
771,0,0,0,0,0,Eurotiomycetes,0,0,0,1,0,1,-7.06E-27,Phaeomoniellaceae,Phaeomoniella,1,0,61be9d4e37f5198efaa9988a7929c238,Fungi,420,,Unclustered,0,420,0,1,Phaeomoniellales,420,0,Ascomycota,1,6.613756613756613E-4,2,FALSE,0,420,0,0
333,1,0,0,0,-1,Alphaproteobacteria,1,1,0,1,1,1,-5.03E-12,Caulobacteraceae,Caulobacteraceae,0,1,eb2a5875100a2d0bebf04325b07d6b8d,Bacteria,167,,Unclustered,0,167,0,1,Caulobacterales,167,0,Proteobacteria,1,6.618133686300463E-4,2,FALSE,0,167,0,0
290,0,0,0,0,0,Alphaproteobacteria,0,0,0,1,0,1,-4.88E-26,Beijerinckiaceae,Methylocella,1,0,e9251b05c872617dd890a47fe3d996d0,Bacteria,165,,Unclustered,0,165,0,3,Rhizobiales,165,0,Proteobacteria,1,6.613756613756613E-4,3,FALSE,0,165,0,0
657,1,0,0,0,-1,Eurotiomycetes,1,1,0,1,1,1,3.984423217976744E-12,Herpotrichiellaceae,Exophiala,0,1,edcde8c88d08002fefa9f17d8ecfea09,Fungi,500,,Unclustered,0,500,0,2,Chaetothyriales,500,0,Ascomycota,1,6.618133686300463E-4,2,FALSE,0,500,0,0
419,0,0,0,0,0,Dothideomycetes,0,0,0,1,0,1,5.670062507228854E-13,Capnodiaceae,Antennariella,1,0,b1c34ccb7191f2dadb8e90b51d9fe7ba,Fungi,284,,Unclustered,0,284,0,2,Capnodiales,284,0,Ascomycota,1,6.613756613756613E-4,2,FALSE,0,284,0,0
377,0,0,0,0,0,Ascomycota,0,0,0,1,0,1,-8.58E-27,Ascomycota,Ascomycota,1,0,efd92c75121faf8c82364743574b69b4,Fungi,252,,Unclustered,0,252,0,1,Ascomycota,252,0,Ascomycota,1,6.613756613756613E-4,2,FALSE,0,252,0,0
541,1,0,0,0,-1,Eurotiomycetes,1,1,0,1,1,1,2.7681862335681468E-12,Phaeomoniellaceae,Phaeomoniellaceae,0,1,d42e9c9861580d3834a86830a265c30a,Fungi,329,,Unclustered,0,329,0,1,Phaeomoniellales,329,0,Ascomycota,1,6.618133686300463E-4,3,FALSE,0,329,0,0
379,0,0,0,0,0,Dothideomycetes,0,0,0,1,0,1,-1.41E-28,Capnodiaceae,Capnodiaceae,1,0,a422734092ba040eddb29bec5ca93a0a,Fungi,222,,Unclustered,0,222,0,1,Capnodiales,222,0,Ascomycota,1,6.613756613756613E-4,4,FALSE,0,222,0,0
493,1,0,0,0,-1,Dothideomycetes,1,1,0,1,1,1,1.66734490656131E-13,Pleosporaceae,Alternaria,0,1,bae5f35c0867e8414428208bae9c8344,Fungi,276,,Unclustered,0,276,0,1,Pleosporales,276,0,Ascomycota,1,6.618133686300463E-4,3,FALSE,0,276,0,0
474,0,0,0,0,0,Ascomycota,0,0,0,1,0,1,1.4303542828773317E-27,Ascomycota,Ascomycota,1,0,fa5858c720e3d604325687d931fbfd57,Fungi,365,,Unclustered,0,365,0,1,Ascomycota,365,0,Ascomycota,1,6.613756613756613E-4,2,FALSE,0,365,0,0
539,1,0,0,0,-1,Dothideomycetes,1,1,0,1,1,1,4.225019797195596E-12,Aureobasidiaceae,Aureobasidium,0,1,622973d72648bd3d8588a33895b3b07c,Fungi,413,,Unclustered,0,413,0,1,Dothideales,413,0,Ascomycota,1,6.618133686300463E-4,2,FALSE,0,413,0,0
482,1.5,0,0,0,-2,Dothideomycetes,1.5,0.6666666666666666,0,1,2,1,7.971643305042465E-12,Capnodiales,Capnodiales,0,1,399d57a6d6e22d39e861ae28ec64494a,Fungi,238,,Unclustered,0,238,0,2,Capnodiales,238,0,Ascomycota,1,6.620324395895399E-4,3,FALSE,0,238,0,0
786,1,0,0,0,-1,Dothideomycetes,1,1,0,1,1,1,-1.37E-12,Capnodiales,Capnodiales,0,1,6b239373205a2102f2deb6d44a9f97d7,Fungi,443,,Unclustered,0,443,0,2,Capnodiales,443,0,Ascomycota,1,6.618133686300463E-4,3,FALSE,0,443,0,0
816,0,0,0,0,0,Dothideomycetes,0,0,0,1,0,1,6.776504979706073E-12,Teratosphaeriaceae,Devriesia,1,0,32b40c103c2ad1a861b9568673ab32c7,Fungi,233,,Unclustered,0,233,0,2,Capnodiales,233,0,Ascomycota,1,6.613756613756613E-4,2,FALSE,0,233,0,0
1219,0,0,0,0,0,Eurotiomycetes,0,0,0,1,0,1,-2.93E-26,Trichomeriaceae,Trichomeriaceae,1,0,8e493eba73430da119dd667080b74057,Fungi,282,,Unclustered,0,282,0,1,Chaetothyriales,282,0,Ascomycota,1,6.613756613756613E-4,2,FALSE,0,282,0,0
1403,1,0,0,0,-1,Dothideomycetes,1,1,0,1,1,1,-1.59E-11,Botryosphaeriaceae,Neofusicoccum,0,1,0989f2ca6a943c58dad977967f51adf8,Fungi,187,,Unclustered,0,187,0,1,Botryosphaeriales,187,0,Ascomycota,1,6.618133686300463E-4,5,FALSE,0,187,0,0
485,1.5,0,0,0,-2,Eurotiomycetes,1.5,0.6666666666666666,0,1,2,1,1.0532697681179902E-11,Herpotrichiellaceae,Melanchlenus,0,1,5021c0d27b9c78ded3b2f922c75c3a36,Fungi,280,,Unclustered,0,280,0,2,Chaetothyriales,280,0,Ascomycota,1,6.620324395895399E-4,2,FALSE,0,280,0,0
243,0,0,0,0,0,Dothideomycetes,0,0,0,1,0,1,-1.65E-11,Didymellaceae,Didymellaceae,1,0,fb7b135d869d1e293ed7087cadf50ab2,Fungi,209,,Unclustered,0,209,0,49,Pleosporales,209,0,Ascomycota,1,6.613756613756613E-4,4,FALSE,0,209,0,0
593,0,0,0,0,0,Sordariomycetes,0,0,0,1,0,1,-1.02E-12,Diaporthales_fam_Incertae_sedis,Apoharknessia,1,0,df484504237d4f99a963531a55c3d86b,Fungi,516,,Unclustered,0,516,0,2,Diaporthales,516,0,Ascomycota,1,6.613756613756613E-4,3,FALSE,0,516,0,0
428,0,0,0,0,0,Dothideomycetes,0,0,0,1,0,1,-8.83E-27,Capnodiales,Capnodiales,1,0,a335809705ca3b26341286d69b0775cc,Fungi,190,,Unclustered,0,190,0,3,Capnodiales,190,0,Ascomycota,1,6.613756613756613E-4,3,FALSE,0,190,0,0
785,1.5,0,0,0,-2,Dothideomycetes,1.5,0.6666666666666666,0,1,2,1,1.2907520534951855E-11,Capnodiales,Capnodiales,0,1,8429129c42b29b5fef00357a246fb55e,Fungi,308,,Unclustered,0,308,0,3,Capnodiales,308,0,Ascomycota,1,6.620324395895399E-4,2,FALSE,0,308,0,0
1041,0,0,0,0,0,Eurotiomycetes,0,0,0,1,0,1,3.994404674620721E-28,Chaetothyriales,Chaetothyriales,1,0,f0cb23b27cb6135900b076abd4f8a1b3,Fungi,493,,Unclustered,0,493,0,3,Chaetothyriales,493,0,Ascomycota,1,6.613756613756613E-4,3,FALSE,0,493,0,0