"cooc_method","Edge Betweenness Dir","EdgeBetweenness","interaction","interactionType","Label","name","pval","qval","selected","shared interaction","shared name","weight"
"correl_pearson","0.0","2.0","","copresence","350->458","350->458=correl_pearson","0.0","0.0","false","","350->458=correl_pearson","0.0"
"dist_bray","2.0","2.0","","copresence","350->458","350->458=dist_bray","NaN","NaN","false","","350->458=dist_bray","0.06962025"
"correl_pearson","1.0","2.0","","copresence","211->299","211->299=correl_pearson","0.0","0.0","false","","211->299=correl_pearson","0.0"
"dist_bray","1.0","1.0","","copresence","299->211","299->211=dist_bray","NaN","NaN","false","","299->211=dist_bray","0.08799979"
"correl_pearson","0.0","1.0","","copresence","147->31","147->31=correl_pearson","0.0","0.0","false","","147->31=correl_pearson","0.9959260205439636"
"dist_bray","2.0","1.0","","copresence","147->31","147->31=dist_bray","NaN","NaN","false","","147->31=dist_bray","0.07030133"
"correl_pearson","0.0","1.0","","copresence","118->127","118->127=correl_pearson","0.0","0.0","false","","118->127=correl_pearson","0.0"
"dist_bray","2.0","1.0","","copresence","118->127","118->127=dist_bray","NaN","NaN","false","","118->127=dist_bray","0.04037199"
"correl_pearson","0.0","1.0","","copresence","459->314","459->314=correl_pearson","0.0","0.0","false","","459->314=correl_pearson","0.9993441731252504"
"dist_bray","2.0","1.0","","copresence","459->314","459->314=dist_bray","NaN","NaN","false","","459->314=dist_bray","0.02198155"
"dist_bray","0.0","2.0","","copresence","404->426","404->426=dist_bray","NaN","NaN","false","","404->426=dist_bray","0.09997544"
"correl_pearson","6.0","2.0","","copresence","404->426","404->426=correl_pearson","0.0","0.0","false","","404->426=correl_pearson","0.0"
"dist_bray","0.0","4.0","","copresence","341->500","341->500=dist_bray","NaN","NaN","false","","341->500=dist_bray","0.04276986"
"correl_pearson","2.0","4.0","","copresence","341->500","341->500=correl_pearson","0.0","0.0","false","","341->500=correl_pearson","0.0"
"dist_bray","0.0","1.0","","copresence","103->61","103->61=dist_bray","NaN","NaN","false","","103->61=dist_bray","0.07481636"
"correl_pearson","2.0","1.0","","copresence","103->61","103->61=correl_pearson","0.0","0.0","false","","103->61=correl_pearson","0.9947185069065867"
"correl_pearson","0.0","2.0","","copresence","184->91","184->91=correl_pearson","0.0","0.0","false","","184->91=correl_pearson","0.9998668389289488"
"correl_pearson","0.0","2.0","","copresence","184->38","184->38=correl_pearson","0.0","0.0","false","","184->38=correl_pearson","0.9940504289112088"
"dist_bray","2.0","2.0","","copresence","184->38","184->38=dist_bray","NaN","NaN","false","","184->38=dist_bray","0.06276515"
"dist_bray","2.0","2.0","","copresence","184->91","184->91=dist_bray","NaN","NaN","false","","184->91=dist_bray","0.00903728"
"correl_pearson","0.0","91.0","","copresence","3->2","3->2=correl_pearson","0.0","0.0","false","","3->2=correl_pearson","0.9999938442554158"
"correl_pearson","43.0","91.0","","copresence","3->34","3->34=correl_pearson","0.0","0.0","false","","3->34=correl_pearson","0.0"
"dist_bray","86.0","91.0","","copresence","3->2","3->2=dist_bray","NaN","NaN","false","","3->2=dist_bray","0.00342466"
"correl_pearson","0.0","2.0","","copresence","125->328","125->328=correl_pearson","0.0","0.0","false","","125->328=correl_pearson","0.0"
"dist_bray","2.0","2.0","","copresence","125->328","125->328=dist_bray","NaN","NaN","false","","125->328=dist_bray","0.09854015"
"dist_bray","14.0","22.0","","copresence","287->412","287->412=dist_bray","NaN","NaN","false","","287->412=dist_bray","0.06203428"
"correl_pearson","0.0","99.0","","copresence","371->472","371->472=correl_pearson","0.0","0.0","false","","371->472=correl_pearson","0.0"
"dist_bray","56.0","99.0","","copresence","371->472","371->472=dist_bray","NaN","NaN","false","","371->472=dist_bray","0.05067506"
"correl_pearson","0.0","9.0","","copresence","495->339","495->339=correl_pearson","0.0","0.0","false","","495->339=correl_pearson","0.9939728184637795"
"dist_bray","8.0","9.0","","copresence","495->339","495->339=dist_bray","NaN","NaN","false","","495->339=dist_bray","0.0922547"
"dist_bray","14.0","12.0","","copresence","229->191","229->191=dist_bray","NaN","NaN","false","","229->191=dist_bray","0.09179056"
"dist_bray","0.0","2.0","","copresence","442->294","442->294=dist_bray","NaN","NaN","false","","442->294=dist_bray","0.08194234"
"correl_pearson","2.0","2.0","","copresence","442->294","442->294=correl_pearson","0.0","0.0","false","","442->294=correl_pearson","0.9907406617298599"
"correl_pearson","0.0","1.0","","copresence","227->349","227->349=correl_pearson","0.0","0.0","false","","227->349=correl_pearson","0.0"
"dist_bray","2.0","1.0","","copresence","227->349","227->349=dist_bray","NaN","NaN","false","","227->349=dist_bray","0.0957248"
"dist_bray","1.0","5.0","","copresence","34->2","34->2=dist_bray","NaN","NaN","false","","34->2=dist_bray","0.03225337"
"dist_bray","2.0","5.333333333333333","","copresence","34->3","34->3=dist_bray","NaN","NaN","false","","34->3=dist_bray","0.02882871"
"correl_pearson","46.0","69.0","","copresence","34->185","34->185=correl_pearson","0.0","0.0","false","","34->185=correl_pearson","0.0"
"correl_pearson","68.0","69.0","","copresence","34->36","34->36=correl_pearson","0.0","0.0","false","","34->36=correl_pearson","0.0"
"correl_pearson","5.0","1.5","","copresence","398->483","398->483=correl_pearson","0.0","0.0","false","","398->483=correl_pearson","0.0"
"correl_pearson","5.0","2.5","","copresence","398->515","398->515=correl_pearson","0.0","0.0","false","","398->515=correl_pearson","0.0"
"correl_pearson","69.0","45.33333333333333","","copresence","2->185","2->185=correl_pearson","0.0","0.0","false","","2->185=correl_pearson","0.0"
"correl_pearson","91.0","45.33333333333333","","copresence","2->36","2->36=correl_pearson","0.0","0.0","false","","2->36=correl_pearson","0.0"
"correl_pearson","2.0","1.3333333333333333","","copresence","2->34","2->34=correl_pearson","0.0","0.0","false","","2->34=correl_pearson","0.0"
"dist_bray","1.0","1.0","","copresence","501->305","501->305=dist_bray","NaN","NaN","false","","501->305=dist_bray","0.0255577"
"correl_pearson","1.0","2.0","","copresence","305->501","305->501=correl_pearson","0.0","0.0","false","","305->501=correl_pearson","0.0"
"correl_pearson","1.0","1.0","","copresence","38->91","38->91=correl_pearson","0.0","0.0","false","","38->91=correl_pearson","0.0"
"dist_bray","1.0","3.0","","copresence","91->38","91->38=dist_bray","NaN","NaN","false","","91->38=dist_bray","0.05372787"
"dist_bray","0.0","21.0","","copresence","53->165","53->165=dist_bray","NaN","NaN","false","","53->165=dist_bray","0.09343212"
"correl_pearson","0.0","18.0","","copresence","53->115","53->115=correl_pearson","0.0","0.0","false","","53->115=correl_pearson","0.0"
"dist_bray","4.0","18.0","","copresence","53->115","53->115=dist_bray","NaN","NaN","false","","53->115=dist_bray","0.09615385"
"correl_pearson","10.0","21.0","","copresence","53->165","53->165=correl_pearson","0.0","0.0","false","","53->165=correl_pearson","0.0"
"dist_bray","36.0","13.5","","copresence","53->132","53->132=dist_bray","NaN","NaN","false","","53->132=dist_bray","0.04423565"
"correl_pearson","0.0","6.0","","copresence","489->338","489->338=correl_pearson","0.0","0.0","false","","489->338=correl_pearson","0.9948304319460565"
"correl_pearson","0.0","5.0","","copresence","489->512","489->512=correl_pearson","0.0","0.0","false","","489->512=correl_pearson","0.0"
"dist_bray","0.0","9.0","","copresence","425->489","425->489=dist_bray","NaN","NaN","false","","425->489=dist_bray","0.06160864"
"correl_pearson","6.0","9.0","","copresence","425->489","425->489=correl_pearson","0.0","0.0","false","","425->489=correl_pearson","0.0"
"dist_bray","0.0","1.0","","copresence","474->502","474->502=dist_bray","NaN","NaN","false","","474->502=dist_bray","0.08641975"
"correl_pearson","2.0","1.0","","copresence","474->502","474->502=correl_pearson","0.0","0.0","false","","474->502=correl_pearson","0.0"
"dist_bray","0.0","28.166666666666657","","copresence","385->351","385->351=dist_bray","NaN","NaN","false","","385->351=dist_bray","0.071875"
"dist_bray","5.0","11.0","","copresence","385->415","385->415=dist_bray","NaN","NaN","false","","385->415=dist_bray","0.071875"
"dist_bray","0.0","25.666666666666657","","copresence","385->236","385->236=dist_bray","NaN","NaN","false","","385->236=dist_bray","0.07208868"
"correl_pearson","12.0","28.166666666666657","","copresence","385->351","385->351=correl_pearson","0.0","0.0","false","","385->351=correl_pearson","0.9974653240858931"
"correl_pearson","8.0","25.666666666666657","","copresence","385->236","385->236=correl_pearson","0.0","0.0","false","","385->236=correl_pearson","0.9960907334631838"
"correl_pearson","15.0","25.666666666666657","","copresence","385->391","385->391=correl_pearson","0.0","0.0","false","","385->391=correl_pearson","0.0"
"correl_pearson","59.0","154.0","","copresence","330->253","330->253=correl_pearson","0.0","0.0","false","","330->253=correl_pearson","0.987147080648539"
"correl_pearson","0.0","1.0","","copresence","296->239","296->239=correl_pearson","0.0","0.0","false","","296->239=correl_pearson","0.9984229978779458"
"dist_bray","2.0","1.0","","copresence","296->239","296->239=dist_bray","NaN","NaN","false","","296->239=dist_bray","0.03251975"
"dist_bray","0.0","3.6666666666666665","","copresence","351->391","351->391=dist_bray","NaN","NaN","false","","351->391=dist_bray","0.05752961"
"dist_bray","25.0","29.33333333333333","","copresence","351->433","351->433=dist_bray","NaN","NaN","false","","351->433=dist_bray","0.09606284"
"dist_bray","0.0","13.0","","copresence","351->415","351->415=dist_bray","NaN","NaN","false","","351->415=dist_bray","0.0189521"
"correl_pearson","6.0","3.6666666666666665","","copresence","351->391","351->391=correl_pearson","0.0","0.0","false","","351->391=correl_pearson","0.0"
"dist_bray","0.0","21.0","","copresence","191->287","191->287=dist_bray","NaN","NaN","false","","191->287=dist_bray","0.05551443"
"correl_pearson","12.0","21.0","","copresence","191->287","191->287=correl_pearson","0.0","0.0","false","","191->287=correl_pearson","0.0"
"correl_pearson","0.0","12.0","","copresence","191->229","191->229=correl_pearson","0.0","0.0","false","","191->229=correl_pearson","0.0"
"correl_pearson","3.0","14.5","","copresence","165->88","165->88=correl_pearson","0.0","0.0","false","","165->88=correl_pearson","0.9889354561403966"
"correl_pearson","0.0","40.0","","copresence","165->132","165->132=correl_pearson","0.0","0.0","false","","165->132=correl_pearson","0.9962803404942003"
"dist_bray","8.0","40.0","","copresence","165->132","165->132=dist_bray","NaN","NaN","false","","165->132=dist_bray","0.05506608"
"dist_bray","0.0","16.5","","copresence","236->351","236->351=dist_bray","NaN","NaN","false","","236->351=dist_bray","0.02781455"
"dist_bray","21.0","41.99999999999999","","copresence","236->240","236->240=dist_bray","NaN","NaN","false","","236->240=dist_bray","0.02946469"
"correl_pearson","12.0","16.5","","copresence","236->351","236->351=correl_pearson","0.0","0.0","false","","236->351=correl_pearson","0.0"
"correl_pearson","6.0","21.0","","copresence","236->391","236->391=correl_pearson","0.0","0.0","false","","236->391=correl_pearson","0.0"
"correl_pearson","3.0","6.0","","copresence","168->72","168->72=correl_pearson","0.0","0.0","false","","168->72=correl_pearson","0.9999826809949317"
"dist_bray","12.0","24.0","","copresence","339->436","339->436=dist_bray","NaN","NaN","false","","339->436=dist_bray","0.04530273"
"correl_pearson","0.0","14.0","","copresence","436->495","436->495=correl_pearson","0.0","0.0","false","","436->495=correl_pearson","0.0"
"dist_bray","0.0","17.0","","copresence","436->393","436->393=dist_bray","NaN","NaN","false","","436->393=dist_bray","0.08768971"
"correl_pearson","8.0","17.0","","copresence","436->393","436->393=correl_pearson","0.0","0.0","false","","436->393=correl_pearson","0.9936110986987822"
"dist_bray","4.0","14.0","","copresence","436->495","436->495=dist_bray","NaN","NaN","false","","436->495=dist_bray","0.09849283"
"correl_pearson","0.0","8.0","","copresence","436->339","436->339=correl_pearson","0.0","0.0","false","","436->339=correl_pearson","0.998759717268942"
"correl_pearson","17.0","13.5","","copresence","215->320","215->320=correl_pearson","0.0","0.0","false","","215->320=correl_pearson","0.0"
"correl_pearson","7.0","5.5","","copresence","215->242","215->242=correl_pearson","0.0","0.0","false","","215->242=correl_pearson","0.0"
"dist_bray","11.0","11.0","","copresence","215->233","215->233=dist_bray","NaN","NaN","false","","215->233=dist_bray","0.0506368"
"dist_bray","11.0","10.833333333333334","","copresence","242->297","242->297=dist_bray","NaN","NaN","false","","242->297=dist_bray","0.08263724"
"dist_bray","5.0","12.33333333333333","","copresence","242->233","242->233=dist_bray","NaN","NaN","false","","242->233=dist_bray","0.02722922"
"correl_pearson","0.0","30.333333333333343","","copresence","242->320","242->320=correl_pearson","0.0","0.0","false","","242->320=correl_pearson","0.0"
"dist_bray","0.0","9.333333333333334","","copresence","242->215","242->215=dist_bray","NaN","NaN","false","","242->215=dist_bray","0.02923977"
"dist_bray","12.0","30.333333333333343","","copresence","242->320","242->320=dist_bray","NaN","NaN","false","","242->320=dist_bray","0.05992576"
"dist_bray","0.0","19.166666666666668","","copresence","466->215","466->215=dist_bray","NaN","NaN","false","","466->215=dist_bray","0.08139815"
"correl_pearson","3.0","13.0","","copresence","466->297","466->297=correl_pearson","0.0","0.0","false","","466->297=correl_pearson","0.9991353713673632"
"correl_pearson","5.0","36.0","","copresence","466->320","466->320=correl_pearson","0.0","0.0","false","","466->320=correl_pearson","0.9999443158071334"
"correl_pearson","0.0","17.0","","copresence","466->242","466->242=correl_pearson","0.0","0.0","false","","466->242=correl_pearson","0.994610500334063"
"correl_pearson","18.0","19.166666666666668","","copresence","466->215","466->215=correl_pearson","0.0","0.0","false","","466->215=correl_pearson","0.9929313944379857"
"dist_bray","10.0","17.0","","copresence","466->242","466->242=dist_bray","NaN","NaN","false","","466->242=dist_bray","0.05799058"
"dist_bray","0.0","429.0","","copresence","252->262","252->262=dist_bray","NaN","NaN","false","","252->262=dist_bray","0.08034842"
"correl_pearson","34.0","121.0","","copresence","252->292","252->292=correl_pearson","0.0","0.0","false","","252->292=correl_pearson","0.0"
"correl_pearson","154.0","196.0","","copresence","252->253","252->253=correl_pearson","0.0","0.0","false","","252->253=correl_pearson","0.0"
"correl_pearson","0.0","25.333333333333332","","copresence","185->3","185->3=correl_pearson","0.0","0.0","false","","185->3=correl_pearson","0.9975284217042204"
"correl_pearson","24.0","15.0","","copresence","185->36","185->36=correl_pearson","0.0","0.0","false","","185->36=correl_pearson","0.9989959995748573"
"dist_bray","0.0","245.0","","copresence","185->392","185->392=dist_bray","NaN","NaN","false","","185->392=dist_bray","0.08856198"
"dist_bray","0.0","25.0","","copresence","185->2","185->2=dist_bray","NaN","NaN","false","","185->2=dist_bray","0.08653878"
"dist_bray","0.0","25.0","","copresence","185->34","185->34=dist_bray","NaN","NaN","false","","185->34=dist_bray","0.05428541"
"dist_bray","10.0","25.333333333333332","","copresence","185->3","185->3=dist_bray","NaN","NaN","false","","185->3=dist_bray","0.08311412"
"dist_bray","5.0","6.0","","copresence","389->483","389->483=dist_bray","NaN","NaN","false","","389->483=dist_bray","0.08129601"
"dist_bray","5.0","7.0","","copresence","389->515","389->515=dist_bray","NaN","NaN","false","","389->515=dist_bray","0.08150455"
"correl_pearson","0.0","1.0","","copresence","16->93","16->93=correl_pearson","0.0","0.0","false","","16->93=correl_pearson","0.0"
"dist_bray","2.0","1.0","","copresence","16->93","16->93=dist_bray","NaN","NaN","false","","16->93=dist_bray","0.08388537"
"dist_bray","0.0","2.0","","copresence","374->362","374->362=dist_bray","NaN","NaN","false","","374->362=dist_bray","0.02554495"
"correl_pearson","0.0","2.0","","copresence","374->380","374->380=correl_pearson","0.0","0.0","false","","374->380=correl_pearson","0.0"
"correl_pearson","2.0","2.0","","copresence","374->362","374->362=correl_pearson","0.0","0.0","false","","374->362=correl_pearson","0.9993597817336725"
"dist_bray","2.0","2.0","","copresence","374->380","374->380=dist_bray","NaN","NaN","false","","374->380=dist_bray","0.0333632"
"dist_bray","8.0","14.666666666666664","","copresence","289->11","289->11=dist_bray","NaN","NaN","false","","289->11=dist_bray","0.01321606"
"correl_pearson","2.0","6.666666666666666","","copresence","289->169","289->169=correl_pearson","0.0","0.0","false","","289->169=correl_pearson","0.9993043667808182"
"dist_bray","4.0","12.166666666666664","","copresence","289->364","289->364=dist_bray","NaN","NaN","false","","289->364=dist_bray","0.01856018"
"dist_bray","17.0","58.166666666666664","","copresence","391->433","391->433=dist_bray","NaN","NaN","false","","391->433=dist_bray","0.06182719"
"dist_bray","6.0","18.166666666666664","","copresence","391->236","391->236=dist_bray","NaN","NaN","false","","391->236=dist_bray","0.03188859"
"dist_bray","0.0","21.833333333333332","","copresence","391->415","391->415=dist_bray","NaN","NaN","false","","391->415=dist_bray","0.06672413"
"dist_bray","0.0","44.0","","copresence","391->385","391->385=dist_bray","NaN","NaN","false","","391->385=dist_bray","0.08331218"
"dist_bray","0.0","3.0","","copresence","380->362","380->362=dist_bray","NaN","NaN","false","","380->362=dist_bray","0.05890815"
"correl_pearson","2.0","3.0","","copresence","380->362","380->362=correl_pearson","0.0","0.0","false","","380->362=correl_pearson","0.997732135264344"
"correl_pearson","0.0","3.0","","copresence","316->294","316->294=correl_pearson","0.0","0.0","false","","316->294=correl_pearson","0.9897196207255653"
"dist_bray","2.0","3.0","","copresence","316->294","316->294=dist_bray","NaN","NaN","false","","316->294=dist_bray","0.09357793"
"dist_bray","1.0","2.0","","copresence","135->157","135->157=dist_bray","NaN","NaN","false","","135->157=dist_bray","0.09411765"
"correl_pearson","1.0","1.0","","copresence","157->135","157->135=correl_pearson","0.0","0.0","false","","157->135=correl_pearson","0.9864220527213753"
"dist_bray","0.0","112.0","","copresence","253->330","253->330=dist_bray","NaN","NaN","false","","253->330=dist_bray","0.09447005"
"dist_bray","0.0","323.0","","copresence","253->252","253->252=dist_bray","NaN","NaN","false","","253->252=dist_bray","0.09188927"
"dist_bray","0.0","5.0","","copresence","483->398","483->398=dist_bray","NaN","NaN","false","","483->398=dist_bray","0.03962743"
"correl_pearson","0.0","3.5","","copresence","483->389","483->389=correl_pearson","0.0","0.0","false","","483->389=correl_pearson","0.9920585587956755"
"dist_bray","0.0","5.0","","copresence","515->398","515->398=dist_bray","NaN","NaN","false","","515->398=dist_bray","0.07105576"
"correl_pearson","0.0","3.5","","copresence","515->389","515->389=correl_pearson","0.0","0.0","false","","515->389=correl_pearson","0.9927038605155993"
"correl_pearson","0.0","3.0","","copresence","515->483","515->483=correl_pearson","0.0","0.0","false","","515->483=correl_pearson","0.9990247602693163"
"dist_bray","2.0","3.0","","copresence","515->483","515->483=dist_bray","NaN","NaN","false","","515->483=dist_bray","0.03163686"
"correl_pearson","0.0","3.0","","copresence","426->265","426->265=correl_pearson","0.0","0.0","false","","426->265=correl_pearson","0.9944183431172045"
"dist_bray","6.0","3.0","","copresence","426->265","426->265=dist_bray","NaN","NaN","false","","426->265=dist_bray","0.0959596"
"correl_pearson","11.0","2.5","","copresence","233->297","233->297=correl_pearson","0.0","0.0","false","","233->297=correl_pearson","0.0"
"dist_bray","0.0","4.833333333333333","","copresence","233->466","233->466=dist_bray","NaN","NaN","false","","233->466=dist_bray","0.03076136"
"correl_pearson","6.0","4.833333333333333","","copresence","233->466","233->466=correl_pearson","0.0","0.0","false","","233->466=correl_pearson","0.0"
"correl_pearson","0.0","4.0","","copresence","233->320","233->320=correl_pearson","0.0","0.0","false","","233->320=correl_pearson","0.0"
"correl_pearson","1.0","1.0","","copresence","233->242","233->242=correl_pearson","0.0","0.0","false","","233->242=correl_pearson","0.0"
"correl_pearson","0.0","3.333333333333333","","copresence","233->215","233->215=correl_pearson","0.0","0.0","false","","233->215=correl_pearson","0.9974974684055711"
"dist_bray","10.0","4.0","","copresence","233->320","233->320=dist_bray","NaN","NaN","false","","233->320=dist_bray","0.03269654"
"dist_bray","0.0","1.0","","copresence","508->467","508->467=dist_bray","NaN","NaN","false","","508->467=dist_bray","0.00629449"
"correl_pearson","2.0","1.0","","copresence","508->467","508->467=correl_pearson","0.0","0.0","false","","508->467=correl_pearson","0.99995761772441"
"dist_bray","5.0","2.0","","copresence","512->489","512->489=dist_bray","NaN","NaN","false","","512->489=dist_bray","0.05327688"
"dist_bray","0.0","4.0","","copresence","338->512","338->512=dist_bray","NaN","NaN","false","","338->512=dist_bray","0.04835165"
"dist_bray","5.0","4.0","","copresence","338->489","338->489=dist_bray","NaN","NaN","false","","338->489=dist_bray","0.05987366"
"correl_pearson","2.0","4.0","","copresence","338->512","338->512=correl_pearson","0.0","0.0","false","","338->512=correl_pearson","0.0"
"dist_bray","36.0","40.0","","copresence","67->115","67->115=dist_bray","NaN","NaN","false","","67->115=dist_bray","0.09838029"
"correl_pearson","0.0","21.0","","copresence","176->384","176->384=correl_pearson","0.0","0.0","false","","176->384=correl_pearson","0.0"
