"abundance","ASV","ASVNumber","AverageShortestPathLength","BetweennessCentrality","Class","ClosenessCentrality","ClusteringCoefficient","degree","Eccentricity","EdgeCount","Genus","Indegree","IsSingleNode","Kingdom","Label","name","negdegree","NeighborhoodConnectivity","Order","oriID","Outdegree","PartnerOfMultiEdgedNodePairs","Phylum","posdegree","samplecount","selected","SelfLoops","shared name","Stress","unknowndegree"
"2416.0","Quambalaria","610e947f8b18cdd8d9348138281e7096","2.7142857142857144","2.4142857142857146","Exobasidiomycetes","0.3684210526315789","0.5","8","6","8","Quambalariaceae","3","false","Fungi","392","392","0","5.25","Microstromatales","392","5","4","Basidiomycota","8","2","false","0","392","916","0"
"340.0","Jatrophihabitans","23f9772c4a17bd12b53c1109aeeb44b5","3.142857142857143","2.2253968253968255","Actinobacteria","0.3181818181818182","0.40476190476190477","14","7","14","Frankiaceae","8","false","Bacteria","36","36","0","4.285714285714286","Frankiales","36","6","7","Actinobacteriota","14","2","false","0","36","747","0"
"577.0","Zygosporium","ad2fb02dab42cb48fe1a33ea6c6474c0","1.375","1.1369047619047616","Sordariomycetes","0.7272727272727273","0.35","10","2","10","Xylariaceae","2","false","Fungi","452","452","0","4.6","Xylariales","452","8","5","Ascomycota","10","2","false","0","452","78","0"
"404.0","Acidiphilium","fc7ba28e2168a6e554856b25a1153d79","1.75","0.6369047619047619","Alphaproteobacteria","0.5714285714285714","0.43333333333333335","12","3","12","Acetobacteraceae","7","false","Bacteria","297","297","0","5.0","Acetobacterales","297","5","6","Proteobacteria","12","2","false","0","297","72","0"
"2050.0","Cystostereaceae","13d714e026ea98d39048d46088bbb27e","2.7142857142857144","0.0","Agaricomycetes","0.3684210526315789","0.6666666666666666","8","6","8","Cystostereaceae","1","false","Fungi","323","323","0","5.25","Agaricales","323","7","4","Basidiomycota","8","2","false","0","323","0","0"
"670.0","Sphingomonas","d3352b6112807e0af3deb9ac0aba0112","1.0","0.0","Alphaproteobacteria","1.0","0.8333333333333334","6","1","6","Sphingomonadaceae","1","false","Bacteria","238","238","0","3.0","Sphingomonadales","238","5","3","Proteobacteria","6","2","false","0","238","0","0"
"207.0","Pseudomonas","428e4a80a1e14a59d72810a32f62f434","1.0","0.8333333333333333","Gammaproteobacteria","1.0","0.5","6","1","6","Pseudomonadaceae","3","false","Bacteria","72","72","0","3.0","Pseudomonadales","72","3","3","Proteobacteria","6","2","false","0","72","5","0"
"1148.0","Exophiala","82e152764a1a9203a9ab95de22170a25","1.0","0.0","Eurotiomycetes","1.0","0.0","2","1","2","Herpotrichiellaceae","1","false","Fungi","422","422","0","1.0","Chaetothyriales","422","1","1","Ascomycota","2","2","false","0","422","0","0"
"1322.0","Trichoderma","8202b2f303c60ff8f62f11f62487f88d","1.0","0.0","Sordariomycetes","1.0","0.0","2","1","2","Hypocreaceae","1","false","Fungi","421","421","0","1.0","Hypocreales","421","1","1","Ascomycota","2","7","false","0","421","0","0"
"364.0","Acidisoma","6ec93155a0abc4b1bf2806e1e2e83307","1.8","0.9444444444444445","Alphaproteobacteria","0.5555555555555556","0.3333333333333333","6","3","6","Acetobacteraceae","4","false","Bacteria","115","115","0","2.6666666666666665","Acetobacterales","115","2","3","Proteobacteria","6","5","false","0","115","93","0"
"358.0","Acidisoma","7e2ec3d305fd9eff3eb928becc99b2e9","1.4","1.8833333333333333","Alphaproteobacteria","0.7142857142857143","0.3333333333333333","8","2","8","Acetobacteraceae","5","false","Bacteria","132","132","0","3.0","Acetobacterales","132","3","4","Proteobacteria","8","2","false","0","132","187","0"
"492.0","Penicillium","4fd62a6d1762af80dbab0afb333923a0","1.5","0.0","Eurotiomycetes","0.6666666666666666","0.0","2","2","2","Aspergillaceae","1","false","Fungi","373","373","0","2.0","Eurotiales","373","1","1","Ascomycota","2","6","false","0","373","0","0"
"614.0","Herpotrichiellaceae","de24efa90c417ceca625f76f6bba3a18","1.0","0.5","Eurotiomycetes","1.0","0.0","4","1","4","Herpotrichiellaceae","1","false","Fungi","486","486","0","1.5","Chaetothyriales","486","3","2","Ascomycota","4","3","false","0","486","3","0"
"306.0","Beijerinckiaceae","095d4f88b91691c3e0dc2ed7b4054739","1.0","0.20833333333333331","Alphaproteobacteria","1.0","0.75","10","1","10","Beijerinckiaceae","2","false","Bacteria","11","11","0","5.0","Rhizobiales","11","8","5","Proteobacteria","10","2","false","0","11","10","0"
"10776.0","Gloniopsis","45e9dbeb4c6f81629d1d1310e078c05d","1.2","0.2583333333333333","Dothideomycetes","0.8333333333333334","0.7","10","2","10","Hysteriaceae","5","false","Fungi","364","364","0","5.0","Hysteriales","364","5","5","Ascomycota","10","2","false","0","364","12","0"
"466.0","Neofusicoccum","435ffff0e2360a02bef1e19e74f2a7a8","1.0","0.0","Dothideomycetes","1.0","0.0","2","1","2","Botryosphaeriaceae","1","false","Fungi","361","361","0","1.0","Botryosphaeriales","361","1","1","Ascomycota","2","2","false","0","361","0","0"
"573.0","Pestalotiopsis","ab03f1df554dd006f22f5064a432d046","1.0","0.0","Sordariomycetes","1.0","0.0","2","1","2","Sporocadaceae","1","false","Fungi","450","450","0","1.0","Xylariales","450","1","1","Ascomycota","2","3","false","0","450","0","0"
"986.0","Pestalotiopsis","764963d63e736561fbf3e7e7baceb754","1.25","1.0833333333333333","Sordariomycetes","0.8","0.5","6","2","6","Sporocadaceae","2","false","Fungi","412","412","0","3.3333333333333335","Xylariales","412","4","3","Ascomycota","6","5","false","0","412","13","0"
"467.0","Sphingomonas","a4bdc7ac623bd61af36a78c9b156dcea","1.25","0.0","Alphaproteobacteria","0.8","0.6666666666666666","6","2","6","Sphingomonadaceae","1","false","Bacteria","178","178","0","3.3333333333333335","Sphingomonadales","178","5","3","Proteobacteria","6","3","false","0","178","0","0"
"621.0","Capnodiales","f895b0acb109f5d3bc1adb5d0360213f","1.75","0.0","Dothideomycetes","0.5714285714285714","0.3333333333333333","6","3","6","Capnodiales","1","false","Fungi","509","509","0","4.333333333333333","Capnodiales","509","5","3","Ascomycota","6","2","false","0","509","0","0"
"673.0","Rhizobiales","e35dbd7c50f8902e535eefbb222eb7be","2.9285714285714284","3.3809523809523814","Alphaproteobacteria","0.34146341463414637","0.0","4","5","4","Rhizobiales","2","false","Bacteria","262","262","0","3.0","Rhizobiales","262","2","2","Proteobacteria","4","2","false","0","262","930","0"
"655.0","Sphingomonas","afa236a22e5809c2c31a1191dd542a8e","2.5714285714285716","4.1000000000000005","Alphaproteobacteria","0.38888888888888884","0.0","6","4","6","Sphingomonadaceae","2","false","Bacteria","194","194","0","2.3333333333333335","Sphingomonadales","194","4","3","Proteobacteria","6","2","false","0","194","1167","0"
"1410.0","Acidocella","ee48d02142e5a396241fb18b178dbf2a","2.5","4.133333333333334","Alphaproteobacteria","0.4","0.4166666666666667","8","5","8","Acetobacteraceae","5","false","Bacteria","278","278","0","4.5","Acetobacterales","278","3","4","Proteobacteria","8","2","false","0","278","1211","0"
"241.0","Devosia","1c2b8892a0d7f828d72808cd01cfd199","1.0","0.625","Alphaproteobacteria","1.0","0.7","10","1","10","Devosiaceae","3","false","Bacteria","25","25","0","5.0","Rhizobiales","25","7","5","Proteobacteria","10","2","false","0","25","19","0"
"488.0","Trichoderma","1622f266864a8b34e72b502f9d481f3a","1.0","0.0","Sordariomycetes","1.0","0.0","2","1","2","Hypocreaceae","1","false","Fungi","325","325","0","1.0","Hypocreales","325","1","1","Ascomycota","2","2","false","0","325","0","0"
"729.0","Xylaria","dbe220b0d61f2e09f9b6b8100c64bdac","1.0","0.0","Sordariomycetes","1.0","0.0","2","1","2","Xylariaceae","1","false","Fungi","484","484","0","1.0","Xylariales","484","1","1","Ascomycota","2","2","false","0","484","0","0"
"760.0","Microcera","cd5c89b1e01c2ee418445713c7ef2e1a","3.75","0.9777777777777779","Sordariomycetes","0.26666666666666666","0.0","4","6","4","Nectriaceae","3","false","Fungi","472","472","0","2.0","Hypocreales","472","1","2","Ascomycota","4","2","false","0","472","88","0"
"316.0","Acidiphilium","9da23eaf1c48813a2b7c04d9b43ceb74","2.875","1.2","Alphaproteobacteria","0.34782608695652173","0.16666666666666666","6","5","6","Acetobacteraceae","3","false","Bacteria","172","172","0","2.3333333333333335","Acetobacterales","172","3","3","Proteobacteria","6","3","false","0","172","108","0"
"1937.0","Beijerinckiaceae","054440c6f4abc75f0ee808fb39db2299","1.0","0.0","Alphaproteobacteria","1.0","0.0","2","1","2","Beijerinckiaceae","0","false","Bacteria","9","9","0","1.0","Rhizobiales","9","2","1","Proteobacteria","2","5","false","0","9","0","0"
"430.0","Actinoplanes","0292564bd1fbde11a44c980bcb6a78e0","0.0","0.0","Actinobacteria","0.0","0.0","2","0","2","Micromonosporaceae","2","false","Bacteria","5","5","0","1.0","Micromonosporales","5","0","1","Actinobacteriota","2","3","false","0","5","0","0"
"466.0","Enterobacterales","9290bf71801644ad69fa09e2d3051852","1.3333333333333333","0.0","Gammaproteobacteria","0.75","0.8333333333333334","6","2","6","Enterobacterales","3","false","Bacteria","155","155","0","3.0","Enterobacterales","155","3","3","Proteobacteria","6","2","false","0","155","0","0"
"741.0","Diplodia","5b457d5efc31c2922da5d5e9639606a6","2.5","1.2666666666666666","Dothideomycetes","0.4","0.16666666666666666","6","4","6","Botryosphaeriaceae","4","false","Fungi","384","384","0","2.6666666666666665","Botryosphaeriales","384","2","3","Ascomycota","6","3","false","0","384","114","0"
"342.0","Beijerinckiaceae","d4d337b9acbfb571b370e5bda73c9b63","1.25","0.22727272727272724","Alphaproteobacteria","0.8","0.5333333333333333","12","2","12","Beijerinckiaceae","2","false","Bacteria","240","240","0","5.166666666666667","Rhizobiales","240","10","6","Proteobacteria","12","2","false","0","240","61","0"
"636.0","Trichoderma","7b6ef155429b51d926b9d917a42c7568","1.75","0.0606060606060606","Sordariomycetes","0.5714285714285714","0.6","10","3","10","Hypocreaceae","5","false","Fungi","415","415","0","5.6","Hypocreales","415","5","5","Ascomycota","10","2","false","0","415","19","0"
"858.0","Cytospora","e8d13463a1a553bc0ca77cab33c0146b","4.733333333333333","0.0","Sordariomycetes","0.2112676056338028","0.5","6","8","6","Valsaceae","0","false","Fungi","494","494","0","3.0","Diaporthales","494","6","3","Ascomycota","6","2","false","0","494","0","0"
"608.0","Acetobacteraceae","fa5191f903af27e9d73679413d5dc55b","4.214285714285714","0.1142857142857143","Alphaproteobacteria","0.23728813559322035","0.5","6","7","6","Acetobacteraceae","3","false","Bacteria","292","292","0","3.3333333333333335","Acetobacterales","292","3","3","Proteobacteria","6","3","false","0","292","48","0"
"5299.0","Kineosporia","d0bd24da551a53d14c2d0c7ac2e00d04","1.4","0.0","Actinobacteria","0.7142857142857143","0.8","10","2","10","Kineosporiaceae","5","false","Bacteria","235","235","0","5.0","Kineosporiales","235","5","5","Actinobacteriota","10","3","false","0","235","0","0"
"9090.0","Cellulomonas","9cfb89b1a4f17a815dd1c36557343fde","1.6","0.13333333333333333","Actinobacteria","0.625","0.75","10","2","10","Cellulomonadaceae","8","false","Bacteria","169","169","0","5.0","Micrococcales","169","2","5","Actinobacteriota","10","4","false","0","169","7","0"
"456.0","Valsa","11b53c8766cf61e4a7d6925a9b3c6920","1.625","1.5892857142857144","Sordariomycetes","0.6153846153846154","0.5666666666666667","12","2","12","Valsaceae","9","false","Fungi","320","320","0","5.166666666666667","Diaporthales","320","3","6","Ascomycota","12","4","false","0","320","112","0"
"602.0","Ascomycota","8e47237dda4929c4b9babc1a1b65c74d","1.25","1.1742424242424239","Ascomycota","0.8","0.3","12","2","12","Ascomycota","4","false","Fungi","433","433","0","4.666666666666667","Ascomycota","433","8","6","Ascomycota","12","3","false","0","433","203","0"
"376.0","Beijerinckiaceae","e4a9c1dc7739105bfbd086ec4faf137a","2.125","0.0","Alphaproteobacteria","0.47058823529411764","1.0","4","3","4","Beijerinckiaceae","3","false","Bacteria","264","264","0","6.0","Rhizobiales","264","1","2","Proteobacteria","4","4","false","0","264","0","0"
"346.0","Caulobacteraceae","37ceb1ef59703bf6ff6eb686d0dc2dd7","1.0","0.0","Alphaproteobacteria","1.0","0.0","2","1","2","Caulobacteraceae","1","false","Bacteria","56","56","0","1.0","Caulobacterales","56","1","1","Proteobacteria","2","2","false","0","56","0","0"
"1645.0","Streptomyces","889f1bc31887efea2354ba099342a203","1.0","0.0","Actinobacteria","1.0","0.0","2","1","2","Streptomycetaceae","1","false","Bacteria","145","145","0","1.0","Streptomycetales","145","1","1","Actinobacteriota","2","3","false","0","145","0","0"
"198.0","Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium","4e5da964c0fcac4dc19ea8b1440e9794","1.8","1.4722222222222223","Alphaproteobacteria","0.5555555555555556","0.16666666666666666","6","3","6","Rhizobiaceae","4","false","Bacteria","88","88","0","3.3333333333333335","Rhizobiales","88","2","3","Proteobacteria","6","2","false","0","88","140","0"
"342.0","Beijerinckiaceae","a2a98efd279349473bb2858de14d295f","2.7777777777777777","0.0","Alphaproteobacteria","0.36","0.5","4","5","4","Beijerinckiaceae","0","false","Bacteria","176","176","0","3.0","Rhizobiales","176","4","2","Proteobacteria","4","3","false","0","176","0","0"
"211.0","Beijerinckiaceae","3e7e79afb6b6c4c37d06edb97bc7f4fa","2.6","0.0","Alphaproteobacteria","0.3846153846153846","0.0","2","4","2","Beijerinckiaceae","1","false","Bacteria","67","67","0","3.0","Rhizobiales","67","1","1","Proteobacteria","2","4","false","0","67","0","0"
"455.0","Acremonium","2bb16f07ce02b1b2179b369e196c9175","1.0","0.0","Sordariomycetes","1.0","1.0","4","1","4","Hypocreales_fam_Incertae_sedis","1","false","Fungi","338","338","0","2.5","Hypocreales","338","3","2","Ascomycota","4","3","false","0","338","0","0"
"652.0","Cystostereaceae","fc0355306fe48cc7bf8c1eff4cc68d67","1.5","0.0","Agaricomycetes","0.6666666666666666","1.0","4","2","4","Cystostereaceae","3","false","Fungi","512","512","0","2.5","Agaricales","512","1","2","Basidiomycota","4","2","false","0","512","0","0"
"627.0","Hypocreales","f79610feeb3d26f12c69b58b23d467ff","1.0","0.0","Sordariomycetes","1.0","0.0","2","1","2","Hypocreales","0","false","Fungi","508","508","0","1.0","Hypocreales","508","2","1","Ascomycota","2","2","false","0","508","0","0"
"581.0","Neocrinula","c51515681a216730e9766b6901af8400","0.0","0.0","Leotiomycetes","0.0","0.0","2","0","2","Helotiaceae","2","false","Fungi","467","467","0","1.0","Helotiales","467","0","1","Ascomycota","2","2","false","0","467","0","0"
"343.0","Sphingomonadaceae","cca0eab0e34bdd6df5b77dcbcdce88a2","1.625","0.1369047619047619","Alphaproteobacteria","0.6153846153846154","0.7","10","3","10","Sphingomonadaceae","3","false","Bacteria","233","233","0","5.4","Sphingomonadales","233","7","5","Proteobacteria","10","2","false","0","233","24","0"
"560.0","Niesslia","86ea832d7024b90780d4e978811fc03e","1.0","0.5","Sordariomycetes","1.0","0.0","4","1","4","Niessliaceae","2","false","Fungi","426","426","0","1.0","Hypocreales","426","2","2","Ascomycota","4","2","false","0","426","1","0"
"396.0","Caulobacteraceae","e4afdb8a27c040e0347181b412465ac1","0.0","0.0","Alphaproteobacteria","0.0","0.0","2","0","2","Caulobacteraceae","2","false","Bacteria","265","265","0","2.0","Caulobacterales","265","0","1","Proteobacteria","2","4","false","0","265","0","0"
"727.0","Teratosphaeriaceae","feeabaccf7f7e8bb81fc625d26d59c45","1.0","0.41666666666666663","Dothideomycetes","1.0","0.6666666666666666","6","1","6","Teratosphaeriaceae","2","false","Fungi","515","515","0","2.3333333333333335","Capnodiales","515","4","3","Ascomycota","6","3","false","0","515","5","0"
"653.0","Trichoderma","da0b6d5a466e9803c1fb91ab10d1db90","1.3333333333333333","0.41666666666666663","Sordariomycetes","0.75","0.6666666666666666","6","2","6","Hypocreaceae","4","false","Fungi","483","483","0","2.3333333333333335","Hypocreales","483","2","3","Ascomycota","6","2","false","0","483","5","0"
"476.0","Bacteria","deb5f5eb45e53c55441b995f9212757e","4.214285714285714","1.2714285714285716","Bacteria","0.23728813559322035","0.3333333333333333","8","7","8","Bacteria","6","false","Bacteria","253","253","0","2.75","Bacteria","253","2","4","Bacteria","8","3","false","0","253","336","0"
"287.0","Elsterales","931552926c733915e6b32064c37ac687","1.0","0.0","Alphaproteobacteria","1.0","0.0","2","1","2","Elsterales","1","false","Bacteria","157","157","0","1.0","Elsterales","157","1","1","Proteobacteria","2","2","false","0","157","0","0"
"255.0","Novosphingobium","8237ae30a8c75c8ed6907cae3fb347d7","1.0","0.0","Alphaproteobacteria","1.0","0.0","2","1","2","Sphingomonadaceae","1","false","Bacteria","135","135","0","1.0","Sphingomonadales","135","1","1","Proteobacteria","2","3","false","0","135","0","0"
"682.0","Exophiala","ee0757bb4a9cf50cb7389b2bcd62daa1","0.0","0.0","Eurotiomycetes","0.0","0.0","4","0","4","Herpotrichiellaceae","4","false","Fungi","500","500","0","1.5","Chaetothyriales","500","0","2","Ascomycota","4","2","false","0","500","0","0"
"450.0","Pleurodesmospora","0d1e062217db82fac2181b35c6cdcac1","1.0","0.0","Pezizomycotina_cls_Incertae_sedis","1.0","0.0","2","1","2","Pezizomycotina_fam_Incertae_sedis","0","false","Fungi","316","316","0","2.0","Pezizomycotina_ord_Incertae_sedis","316","2","1","Ascomycota","2","6","false","0","316","0","0"
