SampleID	PCR_Control	Extract_Control	Source	Site	Region	SiteType	Host_SiteType	Host_Region	SiteType_Site	Primer_with_WEHI_adapter	Index_PCR_Plate	Fwd_primer	FWDprimer	REVPrimer	Rev_Primer
S271_NSW1079765_FWD17	FALSE	FALSE	Melaleuca_quinquenervia	Limeburners_Creek_National_Park	North_Coast	Natural	Melaleuca_quinquenervia_Natural	Melaleuca_quinquenervia_North_Coast	Natural_Limeburners_Creek_National_Park	515f/806r	Allison_Plate 3_Run3	Fwd_17	FWD17	REV06	Rev_06
S276_NSW1079738_FWD17	FALSE	FALSE	Melaleuca_quinquenervia	Crowdy_Bay_National_Park	North_Coast	Natural	Melaleuca_quinquenervia_Natural	Melaleuca_quinquenervia_North_Coast	Natural_Crowdy_Bay_National_Park	515f/806r	Allison_Plate 3_Run3	Fwd_17	FWD17	REV11	Rev_11
S277_NSW1079743_FWD17	FALSE	FALSE	Melaleuca_quinquenervia	Crowdy_Bay_National_Park	North_Coast	Natural	Melaleuca_quinquenervia_Natural	Melaleuca_quinquenervia_North_Coast	Natural_Crowdy_Bay_National_Park	515f/806r	Allison_Plate 3_Run3	Fwd_17	FWD17	REV12	Rev_12
S28_NSW1092616_FWD19	FALSE	FALSE	Themeda_triandra	Jervis_Bay_NP_Parnell_Road	South_Coast	Natural	Themeda_triandra_Natural	Themeda_triandra_South_Coast	Natural_Jervis_Bay_NP_Parnell_Road	515f/806r	Allison_Plate_4_Run2	Fwd_19	FWD19	REV23	Rev_23
S283_NSW1079702_FWD18	FALSE	FALSE	Melaleuca_quinquenervia	Colongra_Swamp_NR	North_Coast	Natural	Melaleuca_quinquenervia_Natural	Melaleuca_quinquenervia_North_Coast	Natural_Colongra_Swamp_NR	515f/806r	Allison_Plate 3_Run3	Fwd_18	FWD18	REV06	Rev_06
S284_NSW1074429_FWD23	FALSE	FALSE	Melaleuca_quinquenervia	Colongra_Swamp_NR	North_Coast	Natural	Melaleuca_quinquenervia_Natural	Melaleuca_quinquenervia_North_Coast	Natural_Colongra_Swamp_NR	515f/806r	Allison_Plate_4_Run2	Fwd_23	FWD23	REV18	Rev_18
S285_NSW1074428_FWD23	FALSE	FALSE	Melaleuca_quinquenervia	Colongra_Swamp_NR	North_Coast	Natural	Melaleuca_quinquenervia_Natural	Melaleuca_quinquenervia_North_Coast	Natural_Colongra_Swamp_NR	515f/806r	Allison_Plate_4_Run2	Fwd_23	FWD23	REV19	Rev_19
S286_NSW1079654_FWD23	FALSE	FALSE	Melaleuca_quinquenervia	Colongra_Swamp_NR	North_Coast	Natural	Melaleuca_quinquenervia_Natural	Melaleuca_quinquenervia_North_Coast	Natural_Colongra_Swamp_NR	515f/806r	Allison_Plate_4_Run2	Fwd_23	FWD23	REV20	Rev_20
S287_NSW1079675_FWD23	FALSE	FALSE	Melaleuca_quinquenervia	Colongra_Swamp_NR	North_Coast	Natural	Melaleuca_quinquenervia_Natural	Melaleuca_quinquenervia_North_Coast	Natural_Colongra_Swamp_NR	515f/806r	Allison_Plate_4_Run2	Fwd_23	FWD23	REV21	Rev_21
S288_NSW1074458_FWD23	FALSE	FALSE	Melaleuca_quinquenervia	Colongra_Swamp_NR	North_Coast	Natural	Melaleuca_quinquenervia_Natural	Melaleuca_quinquenervia_North_Coast	Natural_Colongra_Swamp_NR	515f/806r	Allison_Plate_4_Run2	Fwd_23	FWD23	REV22	Rev_22
S289_NSW1074423_FWD23	FALSE	FALSE	Melaleuca_quinquenervia	Colongra_Swamp_NR	North_Coast	Natural	Melaleuca_quinquenervia_Natural	Melaleuca_quinquenervia_North_Coast	Natural_Colongra_Swamp_NR	515f/806r	Allison_Plate_4_Run2	Fwd_23	FWD23	REV23	Rev_23
S29_NSW1092896_FWD19	FALSE	FALSE	Themeda_triandra	Short_Point_Reserve_Merimbula	South_Coast	Restored	Themeda_triandra_Restored	Themeda_triandra_South_Coast	Restored_Short_Point_Reserve_Merimbula	515f/806r	Allison_Plate_4_Run2	Fwd_19	FWD19	REV24	Rev_24
S291_NSW1079814_FWD24	FALSE	FALSE	Melaleuca_quinquenervia	Lake_Innes_NR	North_Coast	Natural	Melaleuca_quinquenervia_Natural	Melaleuca_quinquenervia_North_Coast	Natural_Lake_Innes_NR	515f/806r	Allison_Plate_4_Run2	Fwd_24	FWD24	REV13	Rev_13
S292_NSW1079784_FWD18	FALSE	FALSE	Melaleuca_quinquenervia	Lake_Innes_NR	North_Coast	Natural	Melaleuca_quinquenervia_Natural	Melaleuca_quinquenervia_North_Coast	Natural_Lake_Innes_NR	515f/806r	Allison_Plate 3_Run3	Fwd_18	FWD18	REV07	Rev_07
S293_NSW1079819_FWD18	FALSE	FALSE	Melaleuca_quinquenervia	Lake_Innes_NR	North_Coast	Natural	Melaleuca_quinquenervia_Natural	Melaleuca_quinquenervia_North_Coast	Natural_Lake_Innes_NR	515f/806r	Allison_Plate 3_Run3	Fwd_18	FWD18	REV08	Rev_08
S294_NSW1079745_FWD18	FALSE	FALSE	Melaleuca_quinquenervia	Lake_Innes_NR	North_Coast	Natural	Melaleuca_quinquenervia_Natural	Melaleuca_quinquenervia_North_Coast	Natural_Lake_Innes_NR	515f/806r	Allison_Plate 3_Run3	Fwd_18	FWD18	REV09	Rev_09
S295_NSW1079794_FWD18	FALSE	FALSE	Melaleuca_quinquenervia	Lake_Innes_NR	North_Coast	Natural	Melaleuca_quinquenervia_Natural	Melaleuca_quinquenervia_North_Coast	Natural_Lake_Innes_NR	515f/806r	Allison_Plate 3_Run3	Fwd_18	FWD18	REV10	Rev_10
S296_NSW1079789_FWD18	FALSE	FALSE	Melaleuca_quinquenervia	Lake_Innes_NR	North_Coast	Natural	Melaleuca_quinquenervia_Natural	Melaleuca_quinquenervia_North_Coast	Natural_Lake_Innes_NR	515f/806r	Allison_Plate 3_Run3	Fwd_18	FWD18	REV11	Rev_11
S297_NSW1079755_FWD18	FALSE	FALSE	Melaleuca_quinquenervia	Lake_Innes_NR	North_Coast	Natural	Melaleuca_quinquenervia_Natural	Melaleuca_quinquenervia_North_Coast	Natural_Lake_Innes_NR	515f/806r	Allison_Plate 3_Run3	Fwd_18	FWD18	REV12	Rev_12
S298_NSW1079750_FWD19	FALSE	FALSE	Melaleuca_quinquenervia	Lake_Innes_NR	North_Coast	Natural	Melaleuca_quinquenervia_Natural	Melaleuca_quinquenervia_North_Coast	Natural_Lake_Innes_NR	515f/806r	Allison_Plate 3_Run3	Fwd_19	FWD19	REV01	Rev_01
S299_NSW1079723_FWD19	FALSE	FALSE	Melaleuca_quinquenervia	Tomaree_NP	North_Coast	Natural	Melaleuca_quinquenervia_Natural	Melaleuca_quinquenervia_North_Coast	Natural_Tomaree_NP	515f/806r	Allison_Plate 3_Run3	Fwd_19	FWD19	REV02	Rev_02
S300_NSW1079708_FWD24	FALSE	FALSE	Melaleuca_quinquenervia	Tomaree_NP	North_Coast	Natural	Melaleuca_quinquenervia_Natural	Melaleuca_quinquenervia_North_Coast	Natural_Tomaree_NP	515f/806r	Allison_Plate_4_Run2	Fwd_24	FWD24	REV14	Rev_14
S301_NSW1079713_FWD24	FALSE	FALSE	Melaleuca_quinquenervia	Tomaree_NP	North_Coast	Natural	Melaleuca_quinquenervia_Natural	Melaleuca_quinquenervia_North_Coast	Natural_Tomaree_NP	515f/806r	Allison_Plate_4_Run2	Fwd_24	FWD24	REV15	Rev_15
S302_NSW1079692_FWD24	FALSE	FALSE	Melaleuca_quinquenervia	Tomaree_NP	North_Coast	Natural	Melaleuca_quinquenervia_Natural	Melaleuca_quinquenervia_North_Coast	Natural_Tomaree_NP	515f/806r	Allison_Plate_4_Run2	Fwd_24	FWD24	REV16	Rev_16
S303_NSW1079703_FWD24	FALSE	FALSE	Melaleuca_quinquenervia	Tomaree_NP	North_Coast	Natural	Melaleuca_quinquenervia_Natural	Melaleuca_quinquenervia_North_Coast	Natural_Tomaree_NP	515f/806r	Allison_Plate_4_Run2	Fwd_24	FWD24	REV17	Rev_17
S305_NSW1079718_FWD24	FALSE	FALSE	Melaleuca_quinquenervia	Tomaree_NP	North_Coast	Natural	Melaleuca_quinquenervia_Natural	Melaleuca_quinquenervia_North_Coast	Natural_Tomaree_NP	515f/806r	Allison_Plate_4_Run2	Fwd_24	FWD24	REV19	Rev_19
S306_NSW1079658_FWD24	FALSE	FALSE	Melaleuca_quinquenervia	Tomaree_NP	North_Coast	Natural	Melaleuca_quinquenervia_Natural	Melaleuca_quinquenervia_North_Coast	Natural_Tomaree_NP	515f/806r	Allison_Plate_4_Run2	Fwd_24	FWD24	REV20	Rev_20
S308_NSW1079697_FWD19	FALSE	FALSE	Melaleuca_quinquenervia	Tomaree_NP	North_Coast	Natural	Melaleuca_quinquenervia_Natural	Melaleuca_quinquenervia_North_Coast	Natural_Tomaree_NP	515f/806r	Allison_Plate 3_Run3	Fwd_19	FWD19	REV03	Rev_03
S315_NSW1079788_FWD19	FALSE	FALSE	Melaleuca_quinquenervia	Hat_Head_National_Park	North_Coast	Natural	Melaleuca_quinquenervia_Natural	Melaleuca_quinquenervia_North_Coast	Natural_Hat_Head_National_Park	515f/806r	Allison_Plate 3_Run3	Fwd_19	FWD19	REV10	Rev_10
S316_NSW1079793_FWD19	FALSE	FALSE	Melaleuca_quinquenervia	Hat_Head_National_Park	North_Coast	Natural	Melaleuca_quinquenervia_Natural	Melaleuca_quinquenervia_North_Coast	Natural_Hat_Head_National_Park	515f/806r	Allison_Plate 3_Run3	Fwd_19	FWD19	REV11	Rev_11
S317_NSW1079783_FWD19	FALSE	FALSE	Melaleuca_quinquenervia	Hat_Head_National_Park	North_Coast	Natural	Melaleuca_quinquenervia_Natural	Melaleuca_quinquenervia_North_Coast	Natural_Hat_Head_National_Park	515f/806r	Allison_Plate 3_Run3	Fwd_19	FWD19	REV12	Rev_12
S318_NSW1079813_FWD20	FALSE	FALSE	Melaleuca_quinquenervia	Hat_Head_National_Park	North_Coast	Natural	Melaleuca_quinquenervia_Natural	Melaleuca_quinquenervia_North_Coast	Natural_Hat_Head_National_Park	515f/806r	Allison_Plate 3_Run3	Fwd_20	FWD20	REV01	Rev_01
S319_NSW1079808_FWD20	FALSE	FALSE	Melaleuca_quinquenervia	Hat_Head_National_Park	North_Coast	Natural	Melaleuca_quinquenervia_Natural	Melaleuca_quinquenervia_North_Coast	Natural_Hat_Head_National_Park	515f/806r	Allison_Plate 3_Run3	Fwd_20	FWD20	REV02	Rev_02
S320_NSW1079747_FWD20	FALSE	FALSE	Melaleuca_quinquenervia	Hat_Head_National_Park	North_Coast	Natural	Melaleuca_quinquenervia_Natural	Melaleuca_quinquenervia_North_Coast	Natural_Hat_Head_National_Park	515f/806r	Allison_Plate 3_Run3	Fwd_20	FWD20	REV03	Rev_03
S321_NSW1093091_FWD20	FALSE	FALSE	Melaleuca_quinquenervia	Mambo_Wetlands	North_Coast	Restored	Melaleuca_quinquenervia_Restored	Melaleuca_quinquenervia_North_Coast	Restored_Mambo_Wetlands	515f/806r	Allison_Plate 3_Run3	Fwd_20	FWD20	REV06	Rev_06
S322_NSW1093019_FWD20	FALSE	FALSE	Melaleuca_quinquenervia	Novocastrian_Reserve	North_Coast	Restored	Melaleuca_quinquenervia_Restored	Melaleuca_quinquenervia_North_Coast	Restored_Novocastrian_Reserve	515f/806r	Allison_Plate 3_Run3	Fwd_20	FWD20	REV07	Rev_07
S323_NSW1092986_FWD20	FALSE	FALSE	Melaleuca_quinquenervia	Soldiers_Point_Park	North_Coast	Restored	Melaleuca_quinquenervia_Restored	Melaleuca_quinquenervia_North_Coast	Restored_Soldiers_Point_Park	515f/806r	Allison_Plate 3_Run3	Fwd_20	FWD20	REV08	Rev_08
S324_NSW1093014_FWD20	FALSE	FALSE	Melaleuca_quinquenervia	Novocastrian_Reserve	North_Coast	Restored	Melaleuca_quinquenervia_Restored	Melaleuca_quinquenervia_North_Coast	Restored_Novocastrian_Reserve	515f/806r	Allison_Plate 3_Run3	Fwd_20	FWD20	REV09	Rev_09
S325_NSW1093096_FWD20	FALSE	FALSE	Melaleuca_quinquenervia	Mambo_Wetlands	North_Coast	Restored	Melaleuca_quinquenervia_Restored	Melaleuca_quinquenervia_North_Coast	Restored_Mambo_Wetlands	515f/806r	Allison_Plate 3_Run3	Fwd_20	FWD20	REV10	Rev_10
S326_NSW1092981_FWD20	FALSE	FALSE	Melaleuca_quinquenervia	Soldiers_Point_Park	North_Coast	Restored	Melaleuca_quinquenervia_Restored	Melaleuca_quinquenervia_North_Coast	Restored_Soldiers_Point_Park	515f/806r	Allison_Plate 3_Run3	Fwd_20	FWD20	REV11	Rev_11
S327_NSW1092968_FWD20	FALSE	FALSE	Melaleuca_quinquenervia	Novocastrian_Reserve	North_Coast	Restored	Melaleuca_quinquenervia_Restored	Melaleuca_quinquenervia_North_Coast	Restored_Novocastrian_Reserve	515f/806r	Allison_Plate 3_Run3	Fwd_20	FWD20	REV12	Rev_12
S328_NSW1092999_FWD21	FALSE	FALSE	Melaleuca_quinquenervia	Novocastrian_Reserve	North_Coast	Restored	Melaleuca_quinquenervia_Restored	Melaleuca_quinquenervia_North_Coast	Restored_Novocastrian_Reserve	515f/806r	Allison_Plate 3_Run3	Fwd_21	FWD21	REV01	Rev_01
S329_NSW1092843_FWD21	FALSE	FALSE	Melaleuca_quinquenervia	Burrawang_Reserve_Woy_Woy	North_Coast	Restored	Melaleuca_quinquenervia_Restored	Melaleuca_quinquenervia_North_Coast	Restored_Burrawang_Reserve_Woy_Woy	515f/806r	Allison_Plate 3_Run3	Fwd_21	FWD21	REV02	Rev_02
S330_NSW1092977_FWD21	FALSE	FALSE	Melaleuca_quinquenervia	Budgewoi_Dune_Care	North_Coast	Restored	Melaleuca_quinquenervia_Restored	Melaleuca_quinquenervia_North_Coast	Restored_Budgewoi_Dune_Care	515f/806r	Allison_Plate 3_Run3	Fwd_21	FWD21	REV03	Rev_03
S331_NSW1093004_FWD21	FALSE	FALSE	Melaleuca_quinquenervia	Novocastrian_Reserve	North_Coast	Restored	Melaleuca_quinquenervia_Restored	Melaleuca_quinquenervia_North_Coast	Restored_Novocastrian_Reserve	515f/806r	Allison_Plate 3_Run3	Fwd_21	FWD21	REV04	Rev_04
S332_NSW1093846_FWD21	FALSE	FALSE	Melaleuca_quinquenervia	Burrawang_Reserve_Woy_Woy	North_Coast	Restored	Melaleuca_quinquenervia_Restored	Melaleuca_quinquenervia_North_Coast	Restored_Burrawang_Reserve_Woy_Woy	515f/806r	Allison_Plate 3_Run3	Fwd_21	FWD21	REV05	Rev_05
S333_NSW1092994_FWD21	FALSE	FALSE	Melaleuca_quinquenervia	Novocastrian_Reserve	North_Coast	Restored	Melaleuca_quinquenervia_Restored	Melaleuca_quinquenervia_North_Coast	Restored_Novocastrian_Reserve	515f/806r	Allison_Plate 3_Run3	Fwd_21	FWD21	REV06	Rev_06
S335_NSW1093066_FWD21	FALSE	FALSE	Melaleuca_quinquenervia	Mambo_Wetlands	North_Coast	Restored	Melaleuca_quinquenervia_Restored	Melaleuca_quinquenervia_North_Coast	Restored_Mambo_Wetlands	515f/806r	Allison_Plate 3_Run3	Fwd_21	FWD21	REV08	Rev_08
S336_NSW1092853_FWD21	FALSE	FALSE	Melaleuca_quinquenervia	Burrawang_Reserve_Woy_Woy	North_Coast	Restored	Melaleuca_quinquenervia_Restored	Melaleuca_quinquenervia_North_Coast	Restored_Burrawang_Reserve_Woy_Woy	515f/806r	Allison_Plate 3_Run3	Fwd_21	FWD21	REV09	Rev_09
S337_NSW1093095_FWD21	FALSE	FALSE	Melaleuca_quinquenervia	Soldiers_Point_Park	North_Coast	Restored	Melaleuca_quinquenervia_Restored	Melaleuca_quinquenervia_North_Coast	Restored_Soldiers_Point_Park	515f/806r	Allison_Plate 3_Run3	Fwd_21	FWD21	REV10	Rev_10
S338_NSW1093081_FWD21	FALSE	FALSE	Melaleuca_quinquenervia	Mambo_Wetlands	North_Coast	Restored	Melaleuca_quinquenervia_Restored	Melaleuca_quinquenervia_North_Coast	Restored_Mambo_Wetlands	515f/806r	Allison_Plate 3_Run3	Fwd_21	FWD21	REV11	Rev_11
S339_NSW1093076_FWD21	FALSE	FALSE	Melaleuca_quinquenervia	Mambo_Wetlands	North_Coast	Restored	Melaleuca_quinquenervia_Restored	Melaleuca_quinquenervia_North_Coast	Restored_Mambo_Wetlands	515f/806r	Allison_Plate 3_Run3	Fwd_21	FWD21	REV12	Rev_12
S340_NSW1092976_FWD22	FALSE	FALSE	Melaleuca_quinquenervia	Soldiers_Point_Park	North_Coast	Restored	Melaleuca_quinquenervia_Restored	Melaleuca_quinquenervia_North_Coast	Restored_Soldiers_Point_Park	515f/806r	Allison_Plate 3_Run3	Fwd_22	FWD22	REV01	Rev_01
S341_NSW1093061_FWD22	FALSE	FALSE	Melaleuca_quinquenervia	Mambo_Wetlands	North_Coast	Restored	Melaleuca_quinquenervia_Restored	Melaleuca_quinquenervia_North_Coast	Restored_Mambo_Wetlands	515f/806r	Allison_Plate 3_Run3	Fwd_22	FWD22	REV02	Rev_02
S342_NSW1093003_FWD22	FALSE	FALSE	Melaleuca_quinquenervia	Mambo_Wetlands	North_Coast	Restored	Melaleuca_quinquenervia_Restored	Melaleuca_quinquenervia_North_Coast	Restored_Mambo_Wetlands	515f/806r	Allison_Plate 3_Run3	Fwd_22	FWD22	REV03	Rev_03
S343_NSW1092992_FWD22	FALSE	FALSE	Melaleuca_quinquenervia	Budgewoi_Dune_Care	North_Coast	Restored	Melaleuca_quinquenervia_Restored	Melaleuca_quinquenervia_North_Coast	Restored_Budgewoi_Dune_Care	515f/806r	Allison_Plate 3_Run3	Fwd_22	FWD22	REV04	Rev_04
S344_NSW1093071_FWD22	FALSE	FALSE	Melaleuca_quinquenervia	Mambo_Wetlands	North_Coast	Restored	Melaleuca_quinquenervia_Restored	Melaleuca_quinquenervia_North_Coast	Restored_Mambo_Wetlands	515f/806r	Allison_Plate 3_Run3	Fwd_22	FWD22	REV05	Rev_05
S345_NSW1092948_FWD22	FALSE	FALSE	Melaleuca_quinquenervia	Burrawang_Reserve_Woy_Woy	North_Coast	Restored	Melaleuca_quinquenervia_Restored	Melaleuca_quinquenervia_North_Coast	Restored_Burrawang_Reserve_Woy_Woy	515f/806r	Allison_Plate 3_Run3	Fwd_22	FWD22	REV06	Rev_06
S346_NSW1092971_FWD22	FALSE	FALSE	Melaleuca_quinquenervia	Soldiers_Point_Park	North_Coast	Restored	Melaleuca_quinquenervia_Restored	Melaleuca_quinquenervia_North_Coast	Restored_Soldiers_Point_Park	515f/806r	Allison_Plate 3_Run3	Fwd_22	FWD22	REV07	Rev_07
S347_NSW1092989_FWD22	FALSE	FALSE	Melaleuca_quinquenervia	Novocastrian_Reserve	North_Coast	Restored	Melaleuca_quinquenervia_Restored	Melaleuca_quinquenervia_North_Coast	Restored_Novocastrian_Reserve	515f/806r	Allison_Plate 3_Run3	Fwd_22	FWD22	REV08	Rev_08
S348_NSW1093054_FWD22	FALSE	FALSE	Melaleuca_quinquenervia	Budgewoi_Dune_Care	North_Coast	Restored	Melaleuca_quinquenervia_Restored	Melaleuca_quinquenervia_North_Coast	Restored_Budgewoi_Dune_Care	515f/806r	Allison_Plate 3_Run3	Fwd_22	FWD22	REV09	Rev_09
S350_NSW1092982_FWD22	FALSE	FALSE	Melaleuca_quinquenervia	Budgewoi_Dune_Care	North_Coast	Restored	Melaleuca_quinquenervia_Restored	Melaleuca_quinquenervia_North_Coast	Restored_Budgewoi_Dune_Care	515f/806r	Allison_Plate 3_Run3	Fwd_22	FWD22	REV11	Rev_11
S351_NSW1092963_FWD22	FALSE	FALSE	Melaleuca_quinquenervia	Novocastrian_Reserve	North_Coast	Restored	Melaleuca_quinquenervia_Restored	Melaleuca_quinquenervia_North_Coast	Restored_Novocastrian_Reserve	515f/806r	Allison_Plate 3_Run3	Fwd_22	FWD22	REV12	Rev_12
S352_NSW1092858_FWD23	FALSE	FALSE	Melaleuca_quinquenervia	Burrawang_Reserve_Woy_Woy	North_Coast	Restored	Melaleuca_quinquenervia_Restored	Melaleuca_quinquenervia_North_Coast	Restored_Burrawang_Reserve_Woy_Woy	515f/806r	Allison_Plate 3_Run3	Fwd_23	FWD23	REV01	Rev_01
S353_NSW1093009_FWD23	FALSE	FALSE	Melaleuca_quinquenervia	Novocastrian_Reserve	North_Coast	Restored	Melaleuca_quinquenervia_Restored	Melaleuca_quinquenervia_North_Coast	Restored_Novocastrian_Reserve	515f/806r	Allison_Plate 3_Run3	Fwd_23	FWD23	REV02	Rev_02
S354_NSW1092967_FWD23	FALSE	FALSE	Melaleuca_quinquenervia	Budgewoi_Dune_Care	North_Coast	Restored	Melaleuca_quinquenervia_Restored	Melaleuca_quinquenervia_North_Coast	Restored_Budgewoi_Dune_Care	515f/806r	Allison_Plate 3_Run3	Fwd_23	FWD23	REV03	Rev_03
S355_NSW1092997_FWD23	FALSE	FALSE	Melaleuca_quinquenervia	Budgewoi_Dune_Care	North_Coast	Restored	Melaleuca_quinquenervia_Restored	Melaleuca_quinquenervia_North_Coast	Restored_Budgewoi_Dune_Care	515f/806r	Allison_Plate 3_Run3	Fwd_23	FWD23	REV04	Rev_04
S356_NSW1092987_FWD23	FALSE	FALSE	Melaleuca_quinquenervia	Budgewoi_Dune_Care	North_Coast	Restored	Melaleuca_quinquenervia_Restored	Melaleuca_quinquenervia_North_Coast	Restored_Budgewoi_Dune_Care	515f/806r	Allison_Plate 3_Run3	Fwd_23	FWD23	REV05	Rev_05
S357_NSW1092949_FWD23	FALSE	FALSE	Melaleuca_quinquenervia	Burrawang_Reserve_Woy_Woy	North_Coast	Restored	Melaleuca_quinquenervia_Restored	Melaleuca_quinquenervia_North_Coast	Restored_Burrawang_Reserve_Woy_Woy	515f/806r	Allison_Plate 3_Run3	Fwd_23	FWD23	REV06	Rev_06
S358_NSW1092950_FWD23	FALSE	FALSE	Melaleuca_quinquenervia	Budgewoi_Dune_Care	North_Coast	Restored	Melaleuca_quinquenervia_Restored	Melaleuca_quinquenervia_North_Coast	Restored_Budgewoi_Dune_Care	515f/806r	Allison_Plate 3_Run3	Fwd_23	FWD23	REV07	Rev_07
S359_NSW1092962_FWD23	FALSE	FALSE	Melaleuca_quinquenervia	Budgewoi_Dune_Care	North_Coast	Restored	Melaleuca_quinquenervia_Restored	Melaleuca_quinquenervia_North_Coast	Restored_Budgewoi_Dune_Care	515f/806r	Allison_Plate 3_Run3	Fwd_23	FWD23	REV08	Rev_08
S360_NSW1092972_FWD23	FALSE	FALSE	Melaleuca_quinquenervia	Budgewoi_Dune_Care	North_Coast	Restored	Melaleuca_quinquenervia_Restored	Melaleuca_quinquenervia_North_Coast	Restored_Budgewoi_Dune_Care	515f/806r	Allison_Plate 3_Run3	Fwd_23	FWD23	REV09	Rev_09
S361_NSW1092863_FWD23	FALSE	FALSE	Melaleuca_quinquenervia	Burrawang_Reserve_Woy_Woy	North_Coast	Restored	Melaleuca_quinquenervia_Restored	Melaleuca_quinquenervia_North_Coast	Restored_Burrawang_Reserve_Woy_Woy	515f/806r	Allison_Plate 3_Run3	Fwd_23	FWD23	REV10	Rev_10
S362_NSW1093120_FWD23	FALSE	FALSE	Melaleuca_quinquenervia	Soldiers_Point_Park	North_Coast	Restored	Melaleuca_quinquenervia_Restored	Melaleuca_quinquenervia_North_Coast	Restored_Soldiers_Point_Park	515f/806r	Allison_Plate 3_Run3	Fwd_23	FWD23	REV11	Rev_11
S363_NSW1092991_FWD23	FALSE	FALSE	Melaleuca_quinquenervia	Soldiers_Point_Park	North_Coast	Restored	Melaleuca_quinquenervia_Restored	Melaleuca_quinquenervia_North_Coast	Restored_Soldiers_Point_Park	515f/806r	Allison_Plate 3_Run3	Fwd_23	FWD23	REV12	Rev_12
S365_NSW1093100_FWD24	FALSE	FALSE	Melaleuca_quinquenervia	Soldiers_Point_Park	North_Coast	Restored	Melaleuca_quinquenervia_Restored	Melaleuca_quinquenervia_North_Coast	Restored_Soldiers_Point_Park	515f/806r	Allison_Plate 3_Run3	Fwd_24	FWD24	REV02	Rev_02
S366_NSW1093016_FWD24	FALSE	FALSE	Melaleuca_quinquenervia	Soldiers_Point_Park	North_Coast	Restored	Melaleuca_quinquenervia_Restored	Melaleuca_quinquenervia_North_Coast	Restored_Soldiers_Point_Park	515f/806r	Allison_Plate 3_Run3	Fwd_24	FWD24	REV03	Rev_03
S367_NSW1092811_FWD24	FALSE	FALSE	Melaleuca_quinquenervia	Burrawang_Reserve_Woy_Woy	North_Coast	Restored	Melaleuca_quinquenervia_Restored	Melaleuca_quinquenervia_North_Coast	Restored_Burrawang_Reserve_Woy_Woy	515f/806r	Allison_Plate 3_Run3	Fwd_24	FWD24	REV04	Rev_04
S368_NSW1079721_FWD24	FALSE	FALSE	Melaleuca_quinquenervia	Crowdy_Bay_National_Park	North_Coast	Natural	Melaleuca_quinquenervia_Natural	Melaleuca_quinquenervia_North_Coast	Natural_Crowdy_Bay_National_Park	515f/806r	Allison_Plate 3_Run3	Fwd_24	FWD24	REV05	Rev_05
S369_NSW1079821_FWD24	FALSE	FALSE	Melaleuca_quinquenervia	Crowdy_Bay_National_Park	North_Coast	Natural	Melaleuca_quinquenervia_Natural	Melaleuca_quinquenervia_North_Coast	Natural_Crowdy_Bay_National_Park	515f/806r	Allison_Plate 3_Run3	Fwd_24	FWD24	REV06	Rev_06
S370_NSW1079798_FWD24	FALSE	FALSE	Melaleuca_quinquenervia	Hat_Head_National_Park	North_Coast	Natural	Melaleuca_quinquenervia_Natural	Melaleuca_quinquenervia_North_Coast	Natural_Hat_Head_National_Park	515f/806r	Allison_Plate 3_Run3	Fwd_24	FWD24	REV07	Rev_07
S371_NSW1079707_FWD24	FALSE	FALSE	Melaleuca_quinquenervia	Colongra_Swamp_NR	North_Coast	Natural	Melaleuca_quinquenervia_Natural	Melaleuca_quinquenervia_North_Coast	Natural_Colongra_Swamp_NR	515f/806r	Allison_Plate 3_Run3	Fwd_24	FWD24	REV08	Rev_08
S397_16S	FALSE	FALSE	Microlaena_stipoides	Leacock Nature Reserve	Western Sydney Region	Restored	Microlaena_stipoides_Restored	Microlaena_stipoides_Sydney	Restored_Leacock Nature Reserve	515f/806r	Allison_Plate2_Run4	Fwd_13	FWD13	REV08	Rev_08
S398_16S	FALSE	FALSE	Microlaena_stipoides	Leacock Nature Reserve	Western Sydney Region	Restored	Microlaena_stipoides_Restored	Microlaena_stipoides_Sydney	Restored_Leacock Nature Reserve	515f/806r	Allison_Plate2_Run4	Fwd_14	FWD14	REV09	Rev_09
S399_16S	FALSE	FALSE	Microlaena_stipoides	Leacock Nature Reserve	Western Sydney Region	Restored	Microlaena_stipoides_Restored	Microlaena_stipoides_Sydney	Restored_Leacock Nature Reserve	515f/806r	Allison_Plate2_Run4	Fwd_15	FWD15	REV10	Rev_10
