SampleID	PCR_Control	Extract_Control	Source	Site	Region	SiteType	Host_SiteType	Host_Region	SiteType_Site	Primer_with_WEHI_adapter	Index_PCR_Plate	Fwd_primer	FWDprimer	REVPrimer	Rev_Primer
S40_NSW1092822_FWD20	FALSE	FALSE	Themeda_triandra	Mount_Pleasant	Canberra	Natural	Themeda_triandra_Natural	Themeda_triandra_Canberra	Natural_Mount_Pleasant	515f/806r	Allison_Plate_4_Run2	Fwd_20	FWD20	REV18	Rev_18
S400_16S	FALSE	FALSE	Microlaena_stipoides	Leacock Nature Reserve	Western Sydney Region	Restored	Microlaena_stipoides_Restored	Microlaena_stipoides_Sydney	Restored_Leacock Nature Reserve	515f/806r	Allison_Plate2_Run4	Fwd_16	FWD16	REV11	Rev_11
S401_16S	FALSE	FALSE	Microlaena_stipoides	Leacock Nature Reserve	Western Sydney Region	Restored	Microlaena_stipoides_Restored	Microlaena_stipoides_Sydney	Restored_Leacock Nature Reserve	515f/806r	Allison_Plate2_Run4	Fwd_17	FWD17	REV12	Rev_12
S402_16S	FALSE	FALSE	Microlaena_stipoides	Leacock Nature Reserve	Western Sydney Region	Restored	Microlaena_stipoides_Restored	Microlaena_stipoides_Sydney	Restored_Leacock Nature Reserve	515f/806r	Allison_Plate2_Run4	Fwd_18	FWD18	REV13	Rev_13
S403_16S	FALSE	FALSE	Microlaena_stipoides	Leacock Nature Reserve	Western Sydney Region	Restored	Microlaena_stipoides_Restored	Microlaena_stipoides_Sydney	Restored_Leacock Nature Reserve	515f/806r	Allison_Plate2_Run4	Fwd_19	FWD19	REV14	Rev_14
S404_16S	FALSE	FALSE	Microlaena_stipoides	Leacock Nature Reserve	Western Sydney Region	Restored	Microlaena_stipoides_Restored	Microlaena_stipoides_Sydney	Restored_Leacock Nature Reserve	515f/806r	Allison_Plate2_Run4	Fwd_20	FWD20	REV15	Rev_15
S405_16S	FALSE	FALSE	Microlaena_stipoides	Garrad_Reserve_Narrawallee	South Coast	Restored	Microlaena_stipoides_Restored	Microlaena_stipoides_South_Coast	Restored_Garrad_Reserve_Narrawallee	515f/806r	Allison_Plate2_Run4	Fwd_21	FWD21	REV16	Rev_16
S406_16S	FALSE	FALSE	Microlaena_stipoides	Garrad_Reserve_Narrawallee	South Coast	Restored	Microlaena_stipoides_Restored	Microlaena_stipoides_South_Coast	Restored_Garrad_Reserve_Narrawallee	515f/806r	Allison_Plate2_Run4	Fwd_22	FWD22	REV17	Rev_17
S407_16S	FALSE	FALSE	Microlaena_stipoides	Garrad_Reserve_Narrawallee	South Coast	Restored	Microlaena_stipoides_Restored	Microlaena_stipoides_South_Coast	Restored_Garrad_Reserve_Narrawallee	515f/806r	Allison_Plate2_Run4	Fwd_23	FWD23	REV18	Rev_18
S408_16S	FALSE	FALSE	Microlaena_stipoides	Garrad_Reserve_Narrawallee	South Coast	Restored	Microlaena_stipoides_Restored	Microlaena_stipoides_South_Coast	Restored_Garrad_Reserve_Narrawallee	515f/806r	Allison_Plate2_Run4	Fwd_24	FWD24	REV19	Rev_19
S409_16S	FALSE	FALSE	Microlaena_stipoides	Garrad_Reserve_Narrawallee	South Coast	Restored	Microlaena_stipoides_Restored	Microlaena_stipoides_South_Coast	Restored_Garrad_Reserve_Narrawallee	515f/806r	Allison_Plate2_Run4	Fwd_25	FWD25	REV20	Rev_20
S410_16S	FALSE	FALSE	Microlaena_stipoides	Garrad_Reserve_Narrawallee	South Coast	Restored	Microlaena_stipoides_Restored	Microlaena_stipoides_South_Coast	Restored_Garrad_Reserve_Narrawallee	515f/806r	Allison_Plate2_Run4	Fwd_26	FWD26	REV21	Rev_21
S411_16S	FALSE	FALSE	Microlaena_stipoides	Garrad_Reserve_Narrawallee	South Coast	Restored	Microlaena_stipoides_Restored	Microlaena_stipoides_South_Coast	Restored_Garrad_Reserve_Narrawallee	515f/806r	Allison_Plate2_Run4	Fwd_27	FWD27	REV22	Rev_22
S412_16S	FALSE	FALSE	Microlaena_stipoides	Garrad_Reserve_Narrawallee	South Coast	Restored	Microlaena_stipoides_Restored	Microlaena_stipoides_South_Coast	Restored_Garrad_Reserve_Narrawallee	515f/806r	Allison_Plate2_Run4	Fwd_28	FWD28	REV23	Rev_23
S413_16S	FALSE	FALSE	Microlaena_stipoides	BlueGum_Point_Yarralumla	Canberra	Restored	Microlaena_stipoides_Restored	Microlaena_stipoides_Canberra	Restored_BlueGum_Point_Yarralumla	515f/806r	Allison_Plate2_Run4	Fwd_29	FWD29	REV24	Rev_24
S414_16S	FALSE	FALSE	Microlaena_stipoides	BlueGum_Point_Yarralumla	Canberra	Restored	Microlaena_stipoides_Restored	Microlaena_stipoides_Canberra	Restored_BlueGum_Point_Yarralumla	515f/806r	Allison_Plate2_Run4	Fwd_30	FWD30	REV25	Rev_25
S415_16S	FALSE	FALSE	Microlaena_stipoides	BlueGum_Point_Yarralumla	Canberra	Restored	Microlaena_stipoides_Restored	Microlaena_stipoides_Canberra	Restored_BlueGum_Point_Yarralumla	515f/806r	Allison_Plate2_Run4	Fwd_31	FWD31	REV26	Rev_26
S416_16S	FALSE	FALSE	Microlaena_stipoides	BlueGum_Point_Yarralumla	Canberra	Restored	Microlaena_stipoides_Restored	Microlaena_stipoides_Canberra	Restored_BlueGum_Point_Yarralumla	515f/806r	Allison_Plate2_Run4	Fwd_32	FWD32	REV27	Rev_27
S417_16S	FALSE	FALSE	Microlaena_stipoides	BlueGum_Point_Yarralumla	Canberra	Restored	Microlaena_stipoides_Restored	Microlaena_stipoides_Canberra	Restored_BlueGum_Point_Yarralumla	515f/806r	Allison_Plate2_Run4	Fwd_33	FWD33	REV28	Rev_28
S418_16S	FALSE	FALSE	Microlaena_stipoides	BlueGum_Point_Yarralumla	Canberra	Restored	Microlaena_stipoides_Restored	Microlaena_stipoides_Canberra	Restored_BlueGum_Point_Yarralumla	515f/806r	Allison_Plate2_Run4	Fwd_34	FWD34	REV29	Rev_29
S419_16S	FALSE	FALSE	Microlaena_stipoides	BlueGum_Point_Yarralumla	Canberra	Restored	Microlaena_stipoides_Restored	Microlaena_stipoides_Canberra	Restored_BlueGum_Point_Yarralumla	515f/806r	Allison_Plate2_Run4	Fwd_35	FWD35	REV30	Rev_30
S420_16S	FALSE	FALSE	Microlaena_stipoides	BlueGum_Point_Yarralumla	Canberra	Restored	Microlaena_stipoides_Restored	Microlaena_stipoides_Canberra	Restored_BlueGum_Point_Yarralumla	515f/806r	Allison_Plate2_Run4	Fwd_36	FWD36	REV31	Rev_31
S421_16S	FALSE	FALSE	Microlaena_stipoides	Burrawang_Reserve_Woy_Woy	North Coast	Restored	Microlaena_stipoides_Restored	Microlaena_stipoides_North_Coast	Restored_Burrawang_Reserve_Woy_Woy	515f/806r	Allison_Plate2_Run4	Fwd_37	FWD37	REV32	Rev_32
S422_16S	FALSE	FALSE	Microlaena_stipoides	Burrawang_Reserve_Woy_Woy	North Coast	Restored	Microlaena_stipoides_Restored	Microlaena_stipoides_North_Coast	Restored_Burrawang_Reserve_Woy_Woy	515f/806r	Allison_Plate2_Run4	Fwd_38	FWD38	REV33	Rev_33
S423_16S	FALSE	FALSE	Microlaena_stipoides	Burrawang_Reserve_Woy_Woy	North Coast	Restored	Microlaena_stipoides_Restored	Microlaena_stipoides_North_Coast	Restored_Burrawang_Reserve_Woy_Woy	515f/806r	Allison_Plate2_Run4	Fwd_39	FWD39	REV34	Rev_34
S424_16S	FALSE	FALSE	Microlaena_stipoides	Burrawang_Reserve_Woy_Woy	North Coast	Restored	Microlaena_stipoides_Restored	Microlaena_stipoides_North_Coast	Restored_Burrawang_Reserve_Woy_Woy	515f/806r	Allison_Plate2_Run4	Fwd_40	FWD40	REV35	Rev_35
S425_16S	FALSE	FALSE	Microlaena_stipoides	Burrawang_Reserve_Woy_Woy	North Coast	Restored	Microlaena_stipoides_Restored	Microlaena_stipoides_North_Coast	Restored_Burrawang_Reserve_Woy_Woy	515f/806r	Allison_Plate2_Run4	Fwd_41	FWD41	REV36	Rev_36
S426_16S	FALSE	FALSE	Microlaena_stipoides	Burrawang_Reserve_Woy_Woy	North Coast	Restored	Microlaena_stipoides_Restored	Microlaena_stipoides_North_Coast	Restored_Burrawang_Reserve_Woy_Woy	515f/806r	Allison_Plate2_Run4	Fwd_42	FWD42	REV37	Rev_37
S427_16S	FALSE	FALSE	Microlaena_stipoides	Burrawang_Reserve_Woy_Woy	North Coast	Restored	Microlaena_stipoides_Restored	Microlaena_stipoides_North_Coast	Restored_Burrawang_Reserve_Woy_Woy	515f/806r	Allison_Plate2_Run4	Fwd_43	FWD43	REV38	Rev_38
S428_16S	FALSE	FALSE	Microlaena_stipoides	Burrawang_Reserve_Woy_Woy	North Coast	Restored	Microlaena_stipoides_Restored	Microlaena_stipoides_North_Coast	Restored_Burrawang_Reserve_Woy_Woy	515f/806r	Allison_Plate2_Run4	Fwd_44	FWD44	REV39	Rev_39
S44_NSW1079717_FWD20	FALSE	FALSE	Melaleuca_quinquenervia	Colongra_Swamp_NR	North_Coast	Natural	Melaleuca_quinquenervia_Natural	Melaleuca_quinquenervia_North_Coast	Natural_Colongra_Swamp_NR	515f/806r	Allison_Plate_4_Run2	Fwd_20	FWD20	REV22	Rev_22
S465_16S	FALSE	FALSE	Microlaena_stipoides	Wisemans_Park_Keiraville	South Coast	Restored	Microlaena_stipoides_Natural	Microlaena_stipoides_South_Coast	Restored_Wisemans_Park_Keiraville	515f/806r	Allison_Plate2_Run4	Fwd_81	FWD81	REV76	Rev_76
S466_16S	FALSE	FALSE	Microlaena_stipoides	Wisemans_Park_Keiraville	South Coast	Restored	Microlaena_stipoides_Natural	Microlaena_stipoides_South_Coast	Restored_Wisemans_Park_Keiraville	515f/806r	Allison_Plate2_Run4	Fwd_82	FWD82	REV77	Rev_77
S467_16S	FALSE	FALSE	Microlaena_stipoides	Wisemans_Park_Keiraville	South Coast	Restored	Microlaena_stipoides_Natural	Microlaena_stipoides_South_Coast	Restored_Wisemans_Park_Keiraville	515f/806r	Allison_Plate2_Run4	Fwd_83	FWD83	REV78	Rev_78
S468_16S	FALSE	FALSE	Microlaena_stipoides	Wisemans_Park_Keiraville	South Coast	Restored	Microlaena_stipoides_Natural	Microlaena_stipoides_South_Coast	Restored_Wisemans_Park_Keiraville	515f/806r	Allison_Plate2_Run4	Fwd_84	FWD84	REV79	Rev_79
S469_16S	FALSE	FALSE	Microlaena_stipoides	Wisemans_Park_Keiraville	South Coast	Restored	Microlaena_stipoides_Natural	Microlaena_stipoides_South_Coast	Restored_Wisemans_Park_Keiraville	515f/806r	Allison_Plate2_Run4	Fwd_85	FWD85	REV80	Rev_80
S470_16S	FALSE	FALSE	Microlaena_stipoides	Wisemans_Park_Keiraville	South Coast	Restored	Microlaena_stipoides_Natural	Microlaena_stipoides_South_Coast	Restored_Wisemans_Park_Keiraville	515f/806r	Allison_Plate2_Run4	Fwd_86	FWD86	REV81	Rev_81
S471_16S	FALSE	FALSE	Microlaena_stipoides	Wisemans_Park_Keiraville	South Coast	Restored	Microlaena_stipoides_Natural	Microlaena_stipoides_South_Coast	Restored_Wisemans_Park_Keiraville	515f/806r	Allison_Plate2_Run4	Fwd_87	FWD87	REV82	Rev_82
S472_16S	FALSE	FALSE	Microlaena_stipoides	Wisemans_Park_Keiraville	South Coast	Restored	Microlaena_stipoides_Natural	Microlaena_stipoides_South_Coast	Restored_Wisemans_Park_Keiraville	515f/806r	Allison_Plate2_Run4	Fwd_88	FWD88	REV83	Rev_83
S49_NSW1093097_FWD09	FALSE	FALSE	Microlaena_stipoides	Wyrrabalong_North_NP_Lilly_Pilly_Trail	North_Coast	Natural	Microlaena_stipoides_Natural	Microlaena_stipoides_North_Coast	Natural_Wyrrabalong_North_NP_Lilly_Pilly_Trail	515f/806r	Allison_Plate 1_Run3	Fwd_09	FWD09	REV01	Rev_01
S5_NSW1079752_FWD17	FALSE	FALSE	Melaleuca_quinquenervia	Hat_Head_National_Park	North_Coast	Natural	Melaleuca_quinquenervia_Natural	Melaleuca_quinquenervia_North_Coast	Natural_Hat_Head_National_Park	515f/806r	Allison_Plate_4_Run2	Fwd_17	FWD17	REV14	Rev_14
S50_NSW1093092_FWD09	FALSE	FALSE	Microlaena_stipoides	Wyrrabalong_North_NP_Lilly_Pilly_Trail	North_Coast	Natural	Microlaena_stipoides_Natural	Microlaena_stipoides_North_Coast	Natural_Wyrrabalong_North_NP_Lilly_Pilly_Trail	515f/806r	Allison_Plate 1_Run3	Fwd_09	FWD09	REV02	Rev_02
S51_NSW1093077_FWD09	FALSE	FALSE	Microlaena_stipoides	Wyrrabalong_North_NP_Lilly_Pilly_Trail	North_Coast	Natural	Microlaena_stipoides_Natural	Microlaena_stipoides_North_Coast	Natural_Wyrrabalong_North_NP_Lilly_Pilly_Trail	515f/806r	Allison_Plate 1_Run3	Fwd_09	FWD09	REV03	Rev_03
S52_NSW1093072_FWD09	FALSE	FALSE	Microlaena_stipoides	Wyrrabalong_North_NP_Lilly_Pilly_Trail	North_Coast	Natural	Microlaena_stipoides_Natural	Microlaena_stipoides_North_Coast	Natural_Wyrrabalong_North_NP_Lilly_Pilly_Trail	515f/806r	Allison_Plate 1_Run3	Fwd_09	FWD09	REV04	Rev_04
S53_NSW1093062_FWD09	FALSE	FALSE	Microlaena_stipoides	Wyrrabalong_North_NP_Lilly_Pilly_Trail	North_Coast	Natural	Microlaena_stipoides_Natural	Microlaena_stipoides_North_Coast	Natural_Wyrrabalong_North_NP_Lilly_Pilly_Trail	515f/806r	Allison_Plate 1_Run3	Fwd_09	FWD09	REV05	Rev_05
S54_NSW1093052_FWD09	FALSE	FALSE	Microlaena_stipoides	Wyrrabalong_North_NP_Lilly_Pilly_Trail	North_Coast	Natural	Microlaena_stipoides_Natural	Microlaena_stipoides_North_Coast	Natural_Wyrrabalong_North_NP_Lilly_Pilly_Trail	515f/806r	Allison_Plate 1_Run3	Fwd_09	FWD09	REV06	Rev_06
S55_NSW1093057_FWD09	FALSE	FALSE	Microlaena_stipoides	Wyrrabalong_North_NP_Lilly_Pilly_Trail	North_Coast	Natural	Microlaena_stipoides_Natural	Microlaena_stipoides_North_Coast	Natural_Wyrrabalong_North_NP_Lilly_Pilly_Trail	515f/806r	Allison_Plate 1_Run3	Fwd_09	FWD09	REV07	Rev_07
S56_NSW1092919_FWD09	FALSE	FALSE	Microlaena_stipoides	Wyrrabalong_North_NP_Lilly_Pilly_Trail	North_Coast	Natural	Microlaena_stipoides_Natural	Microlaena_stipoides_North_Coast	Natural_Wyrrabalong_North_NP_Lilly_Pilly_Trail	515f/806r	Allison_Plate 1_Run3	Fwd_09	FWD09	REV08	Rev_08
S57_NSW1093021_FWD09	FALSE	FALSE	Themeda_triandra	Colongra_Swamp_NR	North_Coast	Natural	Themeda_triandra_Natural	Themeda_triandra_North_Coast	Natural_Colongra_Swamp_NR	515f/806r	Allison_Plate 1_Run3	Fwd_09	FWD09	REV09	Rev_09
S58_NSW1092907_FWD09	FALSE	FALSE	Themeda_triandra	Colongra_Swamp_NR	North_Coast	Natural	Themeda_triandra_Natural	Themeda_triandra_North_Coast	Natural_Colongra_Swamp_NR	515f/806r	Allison_Plate 1_Run3	Fwd_09	FWD09	REV10	Rev_10
S59_NSW1093110_FWD09	FALSE	FALSE	Themeda_triandra	Colongra_Swamp_NR	North_Coast	Natural	Themeda_triandra_Natural	Themeda_triandra_North_Coast	Natural_Colongra_Swamp_NR	515f/806r	Allison_Plate 1_Run3	Fwd_09	FWD09	REV11	Rev_11
S60_NSW1093000_FWD09	FALSE	FALSE	Themeda_triandra	Colongra_Swamp_NR	North_Coast	Natural	Themeda_triandra_Natural	Themeda_triandra_North_Coast	Natural_Colongra_Swamp_NR	515f/806r	Allison_Plate 1_Run3	Fwd_09	FWD09	REV12	Rev_12
S61_NSW1093115_FWD10	FALSE	FALSE	Themeda_triandra	Colongra_Swamp_NR	North_Coast	Natural	Themeda_triandra_Natural	Themeda_triandra_North_Coast	Natural_Colongra_Swamp_NR	515f/806r	Allison_Plate 1_Run3	Fwd_10	FWD10	REV01	Rev_01
S62_NSW1093126_FWD10	FALSE	FALSE	Themeda_triandra	Colongra_Swamp_NR	North_Coast	Natural	Themeda_triandra_Natural	Themeda_triandra_North_Coast	Natural_Colongra_Swamp_NR	515f/806r	Allison_Plate 1_Run3	Fwd_10	FWD10	REV02	Rev_02
S63_NSW1093002_FWD10	FALSE	FALSE	Themeda_triandra	Colongra_Swamp_NR	North_Coast	Natural	Themeda_triandra_Natural	Themeda_triandra_North_Coast	Natural_Colongra_Swamp_NR	515f/806r	Allison_Plate 1_Run3	Fwd_10	FWD10	REV03	Rev_03
S64_NSW1093023_FWD10	FALSE	FALSE	Themeda_triandra	Colongra_Swamp_NR	North_Coast	Natural	Themeda_triandra_Natural	Themeda_triandra_North_Coast	Natural_Colongra_Swamp_NR	515f/806r	Allison_Plate 1_Run3	Fwd_10	FWD10	REV04	Rev_04
S65_NSW1092923_FWD10	FALSE	FALSE	Microlaena_stipoides	Munmorah_SCA	North_Coast	Natural	Microlaena_stipoides_Natural	Microlaena_stipoides_North_Coast	Natural_Munmorah_SCA	515f/806r	Allison_Plate 1_Run3	Fwd_10	FWD10	REV05	Rev_05
S66_NSW1092924_FWD10	FALSE	FALSE	Microlaena_stipoides	Munmorah_SCA	North_Coast	Natural	Microlaena_stipoides_Natural	Microlaena_stipoides_North_Coast	Natural_Munmorah_SCA	515f/806r	Allison_Plate 1_Run3	Fwd_10	FWD10	REV06	Rev_06
S67_NSW1092925_FWD10	FALSE	FALSE	Microlaena_stipoides	Munmorah_SCA	North_Coast	Natural	Microlaena_stipoides_Natural	Microlaena_stipoides_North_Coast	Natural_Munmorah_SCA	515f/806r	Allison_Plate 1_Run3	Fwd_10	FWD10	REV07	Rev_07
S68_NSW1092928_FWD10	FALSE	FALSE	Microlaena_stipoides	Munmorah_SCA	North_Coast	Natural	Microlaena_stipoides_Natural	Microlaena_stipoides_North_Coast	Natural_Munmorah_SCA	515f/806r	Allison_Plate 1_Run3	Fwd_10	FWD10	REV08	Rev_08
S69_NSW1092929_FWD10	FALSE	FALSE	Microlaena_stipoides	Munmorah_SCA	North_Coast	Natural	Microlaena_stipoides_Natural	Microlaena_stipoides_North_Coast	Natural_Munmorah_SCA	515f/806r	Allison_Plate 1_Run3	Fwd_10	FWD10	REV09	Rev_09
S70_NSW1092930_FWD10	FALSE	FALSE	Microlaena_stipoides	Munmorah_SCA	North_Coast	Natural	Microlaena_stipoides_Natural	Microlaena_stipoides_North_Coast	Natural_Munmorah_SCA	515f/806r	Allison_Plate 1_Run3	Fwd_10	FWD10	REV10	Rev_10
S71_NSW1092934_FWD10	FALSE	FALSE	Microlaena_stipoides	Munmorah_SCA	North_Coast	Natural	Microlaena_stipoides_Natural	Microlaena_stipoides_North_Coast	Natural_Munmorah_SCA	515f/806r	Allison_Plate 1_Run3	Fwd_10	FWD10	REV11	Rev_11
S72_NSW1092933_FWD10	FALSE	FALSE	Microlaena_stipoides	Munmorah_SCA	North_Coast	Natural	Microlaena_stipoides_Natural	Microlaena_stipoides_North_Coast	Natural_Munmorah_SCA	515f/806r	Allison_Plate 1_Run3	Fwd_10	FWD10	REV12	Rev_12
S73b_NSW1092681_FWD21	FALSE	FALSE	Themeda_triandra	Munmorah_SCA	North_Coast	Natural	Themeda_triandra_Natural	Themeda_triandra_North_Coast	Natural_Munmorah_SCA	515f/806r	Allison_Plate_4_Run2	Fwd_21	FWD21	REV13	Rev_13
S74b_NSW1092840_FWD21	FALSE	FALSE	Themeda_triandra	Munmorah_SCA	North_Coast	Natural	Themeda_triandra_Natural	Themeda_triandra_North_Coast	Natural_Munmorah_SCA	515f/806r	Allison_Plate_4_Run2	Fwd_21	FWD21	REV14	Rev_14
S75b_NSW1092850_FWD21	FALSE	FALSE	Themeda_triandra	Munmorah_SCA	North_Coast	Natural	Themeda_triandra_Natural	Themeda_triandra_North_Coast	Natural_Munmorah_SCA	515f/806r	Allison_Plate_4_Run2	Fwd_21	FWD21	REV15	Rev_15
S76b_NSW1092855_FWD21	FALSE	FALSE	Themeda_triandra	Munmorah_SCA	North_Coast	Natural	Themeda_triandra_Natural	Themeda_triandra_North_Coast	Natural_Munmorah_SCA	515f/806r	Allison_Plate_4_Run2	Fwd_21	FWD21	REV16	Rev_16
S77b_NSW1092851_FWD21	FALSE	FALSE	Themeda_triandra	Munmorah_SCA	North_Coast	Natural	Themeda_triandra_Natural	Themeda_triandra_North_Coast	Natural_Munmorah_SCA	515f/806r	Allison_Plate_4_Run2	Fwd_21	FWD21	REV17	Rev_17
S78b_NSW1092846_FWD21	FALSE	FALSE	Themeda_triandra	Munmorah_SCA	North_Coast	Natural	Themeda_triandra_Natural	Themeda_triandra_North_Coast	Natural_Munmorah_SCA	515f/806r	Allison_Plate_4_Run2	Fwd_21	FWD21	REV18	Rev_18
S79b_NSW1092841_FWD21	FALSE	FALSE	Themeda_triandra	Munmorah_SCA	North_Coast	Natural	Themeda_triandra_Natural	Themeda_triandra_North_Coast	Natural_Munmorah_SCA	515f/806r	Allison_Plate_4_Run2	Fwd_21	FWD21	REV19	Rev_19
S80b_NSW1092836_FWD21	FALSE	FALSE	Themeda_triandra	Munmorah_SCA	North_Coast	Natural	Themeda_triandra_Natural	Themeda_triandra_North_Coast	Natural_Munmorah_SCA	515f/806r	Allison_Plate_4_Run2	Fwd_21	FWD21	REV20	Rev_20
S81_NSW1093010_FWD11	FALSE	FALSE	Themeda_triandra	Norah_Head	North_Coast	Restored	Themeda_triandra_Restored	Themeda_triandra_North_Coast	Restored_Norah_Head	515f/806r	Allison_Plate 1_Run3	Fwd_11	FWD11	REV01	Rev_01
S82_NSW1093034_FWD11	FALSE	FALSE	Themeda_triandra	Norah_Head	North_Coast	Restored	Themeda_triandra_Restored	Themeda_triandra_North_Coast	Restored_Norah_Head	515f/806r	Allison_Plate 1_Run3	Fwd_11	FWD11	REV02	Rev_02
S83_NSW1093025_FWD11	FALSE	FALSE	Themeda_triandra	Norah_Head	North_Coast	Restored	Themeda_triandra_Restored	Themeda_triandra_North_Coast	Restored_Norah_Head	515f/806r	Allison_Plate 1_Run3	Fwd_11	FWD11	REV03	Rev_03
S84_NSW1093015_FWD11	FALSE	FALSE	Themeda_triandra	Norah_Head	North_Coast	Restored	Themeda_triandra_Restored	Themeda_triandra_North_Coast	Restored_Norah_Head	515f/806r	Allison_Plate 1_Run3	Fwd_11	FWD11	REV04	Rev_04
S85_NSW1093020_FWD11	FALSE	FALSE	Themeda_triandra	Norah_Head	North_Coast	Restored	Themeda_triandra_Restored	Themeda_triandra_North_Coast	Restored_Norah_Head	515f/806r	Allison_Plate 1_Run3	Fwd_11	FWD11	REV05	Rev_05
S86_NSW1093035_FWD11	FALSE	FALSE	Themeda_triandra	Norah_Head	North_Coast	Restored	Themeda_triandra_Restored	Themeda_triandra_North_Coast	Restored_Norah_Head	515f/806r	Allison_Plate 1_Run3	Fwd_11	FWD11	REV06	Rev_06
S87_NSW1093001_FWD11	FALSE	FALSE	Themeda_triandra	Norah_Head	North_Coast	Restored	Themeda_triandra_Restored	Themeda_triandra_North_Coast	Restored_Norah_Head	515f/806r	Allison_Plate 1_Run3	Fwd_11	FWD11	REV07	Rev_07
S88_NSW1093006_FWD11	FALSE	FALSE	Themeda_triandra	Norah_Head	North_Coast	Restored	Themeda_triandra_Restored	Themeda_triandra_North_Coast	Restored_Norah_Head	515f/806r	Allison_Plate 1_Run3	Fwd_11	FWD11	REV08	Rev_08
S89_NSW1092795_FWD11	FALSE	FALSE	Themeda_triandra	Catherine_Hill_Revegetation_Area	North_Coast	Restored	Themeda_triandra_Restored	Themeda_triandra_North_Coast	Restored_Catherine_Hill_Revegetation_Area	515f/806r	Allison_Plate 1_Run3	Fwd_11	FWD11	REV09	Rev_09
S90_NSW1092790_FWD11	FALSE	FALSE	Themeda_triandra	Catherine_Hill_Revegetation_Area	North_Coast	Restored	Themeda_triandra_Restored	Themeda_triandra_North_Coast	Restored_Catherine_Hill_Revegetation_Area	515f/806r	Allison_Plate 1_Run3	Fwd_11	FWD11	REV10	Rev_10
S91_NSW1092810_FWD11	FALSE	FALSE	Themeda_triandra	Catherine_Hill_Revegetation_Area	North_Coast	Restored	Themeda_triandra_Restored	Themeda_triandra_North_Coast	Restored_Catherine_Hill_Revegetation_Area	515f/806r	Allison_Plate 1_Run3	Fwd_11	FWD11	REV11	Rev_11
S92_NSW1092937_FWD11	FALSE	FALSE	Themeda_triandra	Catherine_Hill_Revegetation_Area	North_Coast	Restored	Themeda_triandra_Restored	Themeda_triandra_North_Coast	Restored_Catherine_Hill_Revegetation_Area	515f/806r	Allison_Plate 1_Run3	Fwd_11	FWD11	REV12	Rev_12
S93_NSW1092893_FWD12	FALSE	FALSE	Themeda_triandra	Catherine_Hill_Revegetation_Area	North_Coast	Restored	Themeda_triandra_Restored	Themeda_triandra_North_Coast	Restored_Catherine_Hill_Revegetation_Area	515f/806r	Allison_Plate 1_Run3	Fwd_12	FWD12	REV01	Rev_01
S94_NSW1092785_FWD12	FALSE	FALSE	Themeda_triandra	Catherine_Hill_Revegetation_Area	North_Coast	Restored	Themeda_triandra_Restored	Themeda_triandra_North_Coast	Restored_Catherine_Hill_Revegetation_Area	515f/806r	Allison_Plate 1_Run3	Fwd_12	FWD12	REV02	Rev_02
S95_NSW1092805_FWD12	FALSE	FALSE	Themeda_triandra	Catherine_Hill_Revegetation_Area	North_Coast	Restored	Themeda_triandra_Restored	Themeda_triandra_North_Coast	Restored_Catherine_Hill_Revegetation_Area	515f/806r	Allison_Plate 1_Run3	Fwd_12	FWD12	REV03	Rev_03
S96_NSW1092956_FWD12	FALSE	FALSE	Themeda_triandra	Catherine_Hill_Revegetation_Area	North_Coast	Restored	Themeda_triandra_Restored	Themeda_triandra_North_Coast	Restored_Catherine_Hill_Revegetation_Area	515f/806r	Allison_Plate 1_Run3	Fwd_12	FWD12	REV04	Rev_04
S97_NSW1092914_FWD12	FALSE	FALSE	Themeda_triandra	Jesmond_Park	North_Coast	Restored	Themeda_triandra_Restored	Themeda_triandra_North_Coast	Restored_Jesmond_Park	515f/806r	Allison_Plate 1_Run3	Fwd_12	FWD12	REV05	Rev_05
S98_NSW1092918_FWD12	FALSE	FALSE	Themeda_triandra	Jesmond_Park	North_Coast	Restored	Themeda_triandra_Restored	Themeda_triandra_North_Coast	Restored_Jesmond_Park	515f/806r	Allison_Plate 1_Run3	Fwd_12	FWD12	REV06	Rev_06
S99_NSW1092915_FWD12	FALSE	FALSE	Themeda_triandra	Jesmond_Park	North_Coast	Restored	Themeda_triandra_Restored	Themeda_triandra_North_Coast	Restored_Jesmond_Park	515f/806r	Allison_Plate 1_Run3	Fwd_12	FWD12	REV07	Rev_07